Name,Image URL,Product URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
VisionTek 900684,//cdna.pcpartpicker.com/static/forever/images/product/0972a529983a3b02b2ff53e796147863.256p.jpg,https://pcpartpicker.com/product/mmyFf7/visiontek-video-card-900684,,VisionTek,900684,Radeon R7 240,2 GB,DDR3,780 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,30 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
VisionTek 900685,https://m.media-amazon.com/images/I/41mwh7sEBOL.jpg,https://pcpartpicker.com/product/dr2kcf/visiontek-video-card-900685,,VisionTek,900685,Radeon R7 250,1 GB,GDDR5,1000 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,65 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
HIS H295LF8G4M,https://images-na.ssl-images-amazon.com/images/I/41Uqyz3aSeL.jpg,https://pcpartpicker.com/product/wDphP6/his-video-card-h295lf8g4m,,HIS,H295LF8G4M,Radeon R9 295X2,8 GB,GDDR5,947 MHz,1018 MHz,5000 MHz,PCIe x16,Black / Silver,None,307 mm,500 W,2,2,120 mm Radiator + 1 Fan,2 PCIe 8-pin,N/A,N/A,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
PowerColor AXR9 295X2 8GBD5-M4D,https://m.media-amazon.com/images/I/41vz1NP620L.jpg,https://pcpartpicker.com/product/TNXfrH/powercolor-video-card-axr9295x28gbd5m4d,,PowerColor,AXR9 295X2 8GBD5-M4D,Radeon R9 295X2,8 GB,GDDR5,947 MHz,1018 MHz,5000 MHz,PCIe x16,Black / Silver,None,305 mm,500 W,2,2,120 mm Radiator + 1 Fan,2 PCIe 8-pin,N/A,N/A,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Asus R9295X2-8GD5,https://images-na.ssl-images-amazon.com/images/I/41pFuc1iK5L.jpg,https://pcpartpicker.com/product/7NXfrH/asus-video-card-r9295x28gd5,,Asus,R9295X2-8GD5,Radeon R9 295X2,8 GB,GDDR5,1018 MHz,N/A,5000 MHz,PCIe x16,Black / Silver,None,308 mm,500 W,2,2,120 mm Radiator + 1 Fan,2 PCIe 8-pin,N/A,N/A,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Gainward Phantom,/static/forever/img/no-image.png,https://pcpartpicker.com/product/P4R48d/gainward-video-card-4260183363156,,Gainward,426018336-3156,GeForce GTX 780,6 GB,GDDR5,902 MHz,954 MHz,3004 MHz,PCIe x16,Black / Silver,G-Sync,274 mm,250 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
EVGA FTW,//cdna.pcpartpicker.com/static/forever/images/product/3ab70e85f8a33f3ee603f600493665c8.256p.jpg,https://pcpartpicker.com/product/4ysKHx/evga-video-card-01gp43742kr,,EVGA,01G-P4-3742-KR,GeForce GT 740,1 GB,GDDR5,1202 MHz,N/A,5000 MHz,PCIe x16,Black / Silver,None,153 mm,64 W,2,2,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
EVGA Superclocked,//cdna.pcpartpicker.com/static/forever/images/product/2ce4b8eb05c8e6e2c2a25dc5b7e1eefc.256p.jpg,https://pcpartpicker.com/product/2pZQzy/evga-video-card-02gp42743kr,,EVGA,02G-P4-2743-KR,GeForce GT 740,2 GB,DDR3,1059 MHz,N/A,1782 MHz,PCIe x16,Black / Silver,None,153 mm,64 W,2,2,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
PNY VCGGT7401D3LXPB,https://images-na.ssl-images-amazon.com/images/I/41HBf28rZ1L.jpg,https://pcpartpicker.com/product/pqK7YJ/pny-video-card-vcggt7401d3lxpb,,PNY,VCGGT7401D3LXPB,GeForce GT 740,1 GB,DDR3,993 MHz,N/A,1800 MHz,PCIe x16,Black / Silver,None,153 mm,64 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Asus STRIKER-GTX760-P-4GD5,https://images-na.ssl-images-amazon.com/images/I/41MTLz1qiQL.jpg,https://pcpartpicker.com/product/nQjG3C/asus-video-card-strikergtx760p4gd5,,Asus,STRIKER-GTX760-P-4GD5,GeForce GTX 760,4 GB,GDDR5,1085 MHz,1150 MHz,6008 MHz,PCIe x16,Black / Red,G-Sync,287 mm,170 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
HIS IceQ X²,/static/forever/img/no-image.png,https://pcpartpicker.com/product/txDwrH/his-video-card-h280qmc3g2m,,HIS,H280QMC3G2M,Radeon R9 280,3 GB,GDDR5,847 MHz,953 MHz,5000 MHz,PCIe x16,Black / Gold,None,297 mm,200 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
XFX DD,//cdna.pcpartpicker.com/static/forever/images/product/ca6096043d3c5480306fa5a9ef5796d2.med.256p.jpg,https://pcpartpicker.com/product/gd4gXL/xfx-video-card-r9270xcdj4,,XFX,R9270XCDJ4,Radeon R9 270X,2 GB,GDDR5,1000 MHz,N/A,5600 MHz,PCIe x16,Black,None,220 mm,180 W,2,2,2 Fans,2 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX Core Edition,https://images-na.ssl-images-amazon.com/images/I/41n25EpoGfL.jpg,https://pcpartpicker.com/product/8KFPxr/xfx-video-card-r7250xcgf4,,XFX,R7-250X-CGF4,Radeon R7 250X,2 GB,DDR3,1000 MHz,N/A,1300 MHz,PCIe x16,Black / Silver,None,177 mm,95 W,2,2,1 Fan,1 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
EVGA 01G-P3-2730-KR,https://m.media-amazon.com/images/I/510sY0PaQwL.jpg,https://pcpartpicker.com/product/r72kcf/evga-video-card-01gp32730kr,,EVGA,01G-P3-2730-KR,GeForce GT 730,1 GB,DDR3,700 MHz,N/A,1400 MHz,PCIe x16,Black,None,144 mm,49 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte WINDFORCE,https://images-na.ssl-images-amazon.com/images/I/51a529Cs1EL.jpg,https://pcpartpicker.com/product/kdNp99/gigabyte-video-card-gvn78twf33gd,,Gigabyte,GV-N78TWF3-3GD,GeForce GTX 780 Ti,3 GB,GDDR5,876 MHz,928 MHz,7000 MHz,PCIe x16,Black / Silver,G-Sync,292 mm,250 W,2,2,3 Fans,2 PCIe 8-pin,1,1,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
HIS H260XFN1GD,https://images-na.ssl-images-amazon.com/images/I/516ORtwfKLL.jpg,https://pcpartpicker.com/product/nHV48d/his-video-card-h260xfn1gd,,HIS,H260XFN1GD,Radeon R7 260X,1 GB,GDDR5,N/A,1000 MHz,6000 MHz,PCIe x16,Black / Blue,None,182 mm,115 W,2,2,1 Fan,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI N730-2GD3,//cdna.pcpartpicker.com/static/forever/images/product/1bb7f5744d010b1242d3e5681e9c4884.256p.jpg,https://pcpartpicker.com/product/WDrG3C/msi-video-card-n7302gd3,,MSI,N730-2GD3,GeForce GT 730,2 GB,DDR3,700 MHz,N/A,1800 MHz,PCIe x16,Black / Silver,None,152 mm,49 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Club 3D royalQueen,https://m.media-amazon.com/images/I/41gUp3RLF3L.jpg,https://pcpartpicker.com/product/pGvRsY/club-3d-video-card-cgaxh7752,,Club 3D,CGAX-H7752,Radeon HD 7750,1 GB,GDDR5,800 MHz,N/A,4500 MHz,PCIe x16,Black / Purple,None,198 mm,55 W,1,2,Fanless,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Zotac ZT-71003-10L,https://m.media-amazon.com/images/I/41K0CtKwJdL.jpg,https://pcpartpicker.com/product/QZn2FT/zotac-video-card-zt7100310l,,Zotac,ZT-71003-10L,GeForce GT 740,1 GB,GDDR5,993 MHz,N/A,5000 MHz,PCIe x16,Black / Orange,None,149 mm,64 W,1,2,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Gigabyte GV-N730-2GI,//cdna.pcpartpicker.com/static/forever/images/product/551eda52c125c681426b1d852775b6ff.256p.jpg,https://pcpartpicker.com/product/NPbp99/gigabyte-video-card-gvn7302gi,,Gigabyte,GV-N730-2GI,GeForce GT 730,2 GB,DDR3,700 MHz,N/A,1600 MHz,PCIe x16,Black / Blue,None,186 mm,49 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Diamond R5230D31G,https://m.media-amazon.com/images/I/51fNKByZo6L.jpg,https://pcpartpicker.com/product/bn3RsY/diamond-video-card-r5230d31g,,Diamond,R5230D31G,Radeon R5 230,1 GB,DDR3,625 MHz,N/A,1334 MHz,PCIe x16,Black / Blue,None,170 mm,19 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sapphire Vapor-X,https://images-na.ssl-images-amazon.com/images/I/416A5WP5i3L.jpg,https://pcpartpicker.com/product/H4XfrH/sapphire-video-card-112260540g,,Sapphire,11226-05-40G,Radeon R9 290X,8 GB,GDDR5,1060 MHz,N/A,5600 MHz,PCIe x16,Black / Blue,None,N/A,300 W,2,3,3 Fans,2 PCIe 8-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
EVGA 01G-P3-3731-KR,//cdna.pcpartpicker.com/static/forever/images/product/b1909f039f27316ba32b6a723c07f341.256p.jpg,https://pcpartpicker.com/product/Q6vRsY/evga-video-card-01gp33731kr,,EVGA,01G-P3-3731-KR,GeForce GT 730,1 GB,GDDR5,902 MHz,N/A,5000 MHz,PCIe x16,Black / Green,None,144 mm,49 W,1,2,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
PNY VCGGT7301D5LXPB,https://m.media-amazon.com/images/I/41Ar1zRfXdL.jpg,https://pcpartpicker.com/product/66vRsY/pny-video-card-vcggt7301d5lxpb,,PNY,VCGGT7301D5LXPB,GeForce GT 730,1 GB,GDDR5,902 MHz,N/A,5000 MHz,PCIe x16,Black / Silver,None,149 mm,49 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zotac ZT-70702-10M,https://images-na.ssl-images-amazon.com/images/I/41imIZzbd3L.jpg,https://pcpartpicker.com/product/XJFPxr/zotac-video-card-zt7070210m,,Zotac,ZT-70702-10M,GeForce GTX 750,1 GB,GDDR5,1033 MHz,N/A,5000 MHz,PCIe x16,Black / Orange,G-Sync,145 mm,55 W,1,2,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Zotac ZT-71004-10L,https://m.media-amazon.com/images/I/51tssG3f+YL.jpg,https://pcpartpicker.com/product/H72kcf/zotac-video-card-zt7100410l,,Zotac,ZT-71004-10L,GeForce GT 740,2 GB,GDDR5,993 MHz,N/A,5000 MHz,PCIe x16,Black / Orange,None,144 mm,64 W,1,1,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Sapphire 100366-3L,/static/forever/img/no-image.png,https://pcpartpicker.com/product/DfK7YJ/sapphire-video-card-1003663l,,Sapphire,100366-3L,Radeon R7 260X,2 GB,GDDR5,1000 MHz,N/A,5000 MHz,PCIe x16,Black / White,None,178 mm,115 W,2,2,1 Fan,1 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
HIS IceQ Hybrid,https://images-na.ssl-images-amazon.com/images/I/51rDptICdmL.jpg,https://pcpartpicker.com/product/Txh9TW/his-video-card-h290xqh4gd,,HIS,H290XQH4GD,Radeon R9 290X,4 GB,GDDR5,1100 MHz,N/A,6000 MHz,PCIe x16,Black / Blue,None,275 mm,300 W,2,3,120 mm Radiator + 1 Fan,2 PCIe 8-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
MSI N760-2GD5T/OC,//cdna.pcpartpicker.com/static/forever/images/product/e63b03a57e064ac843a6e65247241ca6.256p.jpg,https://pcpartpicker.com/product/kr9KHx/msi-video-card-n7602gd5toc,,MSI,N760-2GD5T/OC,GeForce GTX 760,2 GB,GDDR5,1059 MHz,1124 MHz,6008 MHz,PCIe x16,Black / Blue,G-Sync,260 mm,170 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
PNY XLR8,https://images-na.ssl-images-amazon.com/images/I/416ysYkX3vL.jpg,https://pcpartpicker.com/product/dQjG3C/pny-video-card-vcggtx780t3xpbcc,,PNY,VCGGTX780T3XPB-CC,GeForce GTX 780 Ti,3 GB,GDDR5,875 MHz,928 MHz,7000 MHz,PCIe x16,Black / Silver,G-Sync,284 mm,250 W,2,2,2 Fans,2 PCIe 8-pin,1,1,1,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
PowerColor TurboDuo,https://images-na.ssl-images-amazon.com/images/I/41Up%2BUmE3cL.jpg,https://pcpartpicker.com/product/RpjG3C/powercolor-video-card-axr92852gbd5tdhe,,PowerColor,AXR9 285 2GBD5-TDHE,Radeon R9 285,2 GB,GDDR5,945 MHz,N/A,5500 MHz,PCIe x16,Black / Red,FreeSync,208 mm,190 W,2,2,2 Fans,2 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
MSI N720-2GD3HLP,https://m.media-amazon.com/images/I/31Mf4BAR9NL.jpg,https://pcpartpicker.com/product/ynkD4D/msi-video-card-n7202gd3hlp,,MSI,N720-2GD3HLP,GeForce GT 720,2 GB,DDR3,797 MHz,N/A,1600 MHz,PCIe x16,Black,None,162 mm,19 W,1,1,Fanless,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
MSI N730K-1GD5LP/OC,//cdna.pcpartpicker.com/static/forever/images/product/1f1c9f68c8a9e7719d0d4962fbbded6b.256p.jpg,https://pcpartpicker.com/product/ZJ7CmG/msi-video-card-n730k1gd5lpoc,,MSI,N730K-1GD5LP/OC,GeForce GT 730,1 GB,GDDR5,1006 MHz,N/A,5000 MHz,PCIe x16,Black / Blue,None,140 mm,49 W,1,2,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Zotac ZT-70505-10P,https://images-na.ssl-images-amazon.com/images/I/51LXl6GXSGL.jpg,https://pcpartpicker.com/product/92FXsY/zotac-video-card-zt7050510p,,Zotac,ZT-70505-10P,GeForce GTX 780 Ti,3 GB,GDDR5,941 MHz,1006 MHz,7000 MHz,PCIe x16,Black / Orange,G-Sync,276 mm,250 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
Gigabyte GV-N980D5-4GD-B,https://m.media-amazon.com/images/I/41q8s20ASPL.jpg,https://pcpartpicker.com/product/m2FXsY/gigabyte-video-card-gvn980d54gdb,,Gigabyte,GV-N980D5-4GD-B,GeForce GTX 980,4 GB,GDDR5,1127 MHz,1216 MHz,7000 MHz,PCIe x16,Black / Silver,G-Sync,267 mm,165 W,2,2,1 Fan,2 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
EVGA Classified Reference,//cdna.pcpartpicker.com/static/forever/images/product/1449f322c8383f97f9d5945d34736825.med.256p.jpg,https://pcpartpicker.com/product/2Zx9TW/evga-video-card-03gp42887kr,,EVGA,03G-P4-2887-KR,GeForce GTX 780 Ti,3 GB,GDDR5,876 MHz,928 MHz,7000 MHz,PCIe x16,Black / Silver,G-Sync,267 mm,250 W,2,2,2 Fans,2 PCIe 8-pin,1,1,1,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
EVGA ACX,//cdna.pcpartpicker.com/static/forever/images/product/a876a58f9ce2ff8f670b145c768137f7.med.256p.jpg,https://pcpartpicker.com/product/bG38TW/evga-video-card-04gp43775kr,,EVGA,04G-P4-3775-KR,GeForce GTX 770,4 GB,GDDR5,1046 MHz,1085 MHz,7010 MHz,PCIe x16,Black / Gold,G-Sync,267 mm,230 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Gigabyte GV-R523D3-1GL,//cdna.pcpartpicker.com/static/forever/images/product/7b9168d42ec04b71cc90efdeb657567e.256p.jpg,https://pcpartpicker.com/product/L48H99/gigabyte-video-card-gvr523d31gl,,Gigabyte,GV-R523D3-1GL,Radeon R5 230,1 GB,DDR3,625 MHz,N/A,1066 MHz,PCIe x16,Blue / Silver,None,184 mm,19 W,1,1,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Gigabyte GV-N720D3-1GL,//cdna.pcpartpicker.com/static/forever/images/product/4391962357cac83460b5e7766aa0448d.256p.jpg,https://pcpartpicker.com/product/krx9TW/gigabyte-video-card-gvn720d31gl,,Gigabyte,GV-N720D3-1GL,GeForce GT 720,1 GB,DDR3,797 MHz,N/A,N/A,PCIe x16,Black,None,N/A,19 W,1,1,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
PowerColor TurboDuo,https://m.media-amazon.com/images/I/41-nd1iS3bL.jpg,https://pcpartpicker.com/product/7wPzK8/powercolor-video-card-axr9290x4gbd5tdhe,,PowerColor,AXR9 290X 4GBD5-TDHE,Radeon R9 290X,4 GB,GDDR5,1030 MHz,N/A,5000 MHz,PCIe x16,Black / Red,None,267 mm,300 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
XFX Core Edition,//cdna.pcpartpicker.com/static/forever/images/product/1d2960ca8e516c88cadb5943dd4a25e3.256p.jpg,https://pcpartpicker.com/product/x998TW/xfx-video-card-r5230azlh2,,XFX,R5-230A-ZLH2,Radeon R5 230,1 GB,DDR3,625 MHz,N/A,N/A,PCIe x16,Black / Red,None,172 mm,19 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD FirePro W600,//cdna.pcpartpicker.com/static/forever/images/product/feeb7bfdd10f5eb2661d5f4df676d372.256p.jpg,https://pcpartpicker.com/product/mFTrxr/amd-video-card-100505835,,AMD,100-505835,FirePro W600,2 GB,GDDR5,600 MHz,N/A,N/A,PCIe x16,Black / Red,None,163 mm,26 W,1,1,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD FirePro W5000,https://m.media-amazon.com/images/I/51oVKtuf5nL.jpg,https://pcpartpicker.com/product/MMp323/amd-video-card-100505842,,AMD,100-505842,FirePro W5000,2 GB,GDDR5,825 MHz,N/A,3200 MHz,PCIe x16,Black / Red,None,191 mm,75 W,1,1,1 Fan,None,N/A,N/A,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
AMD FirePro V5900,//cdna.pcpartpicker.com/static/forever/images/product/4021d905c48d79f9bdb107f09d78950b.256p.jpg,https://pcpartpicker.com/product/3mGj4D/amd-video-card-100505843,,AMD,100-505843,FirePro V5900,2 GB,GDDR5,600 MHz,N/A,4000 MHz,PCIe x16,Black / Red,None,230 mm,75 W,1,1,1 Fan,None,N/A,2,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
AMD FirePro W7000,//cdna.pcpartpicker.com/static/forever/images/product/561eb424dc4613dd218b199cd419cacb.256p.jpg,https://pcpartpicker.com/product/7pgPxr/amd-video-card-100505848,,AMD,100-505848,FirePro W7000,4 GB,GDDR5,950 MHz,N/A,1200 MHz,PCIe x16,Black / Red,None,242 mm,150 W,1,1,1 Fan,None,N/A,4,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
AMD FirePro 2460,//cdna.pcpartpicker.com/static/forever/images/product/7f92093f0112bb8a606ae87a98af3d0b.med.256p.jpg,https://pcpartpicker.com/product/QGX2FT/amd-video-card-100505850,,AMD,100-505850,FirePro 2460,0.5 GB,DDR3,600 MHz,N/A,1200 MHz,PCIe x16,Black / Red,None,170 mm,20 W,1,1,Fanless,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD FirePro R5000,https://images-na.ssl-images-amazon.com/images/I/41CBtQ3okfL.jpg,https://pcpartpicker.com/product/KcfmP6/amd-video-card-100505855,,AMD,100-505855,FirePro R5000,2 GB,GDDR5,825 MHz,N/A,3200 MHz,PCIe x16,Black / Red,None,279 mm,150 W,1,1,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD FirePro S7000,//cdna.pcpartpicker.com/static/forever/images/product/4a0702545c8e29c6082257bb9d3f8f9e.256p.jpg,https://pcpartpicker.com/product/rYJkcf/amd-video-card-100505856,,AMD,100-505856,FirePro S7000,4 GB,GDDR5,950 MHz,N/A,4800 MHz,PCIe x16,Black / Silver,None,292 mm,150 W,1,1,Fanless,None,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
XFX DD,https://images-na.ssl-images-amazon.com/images/I/41TF1oLiIxL.jpg,https://pcpartpicker.com/product/3WZ2FT/xfx-video-card-r9290x8dfd,,XFX,R9-290X-8DFD,Radeon R9 290X,8 GB,GDDR5,1000 MHz,N/A,5500 MHz,PCIe x16,Black / Silver,None,295 mm,300 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,1,2,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
ATI FirePro V8800,/static/forever/img/no-image.png,https://pcpartpicker.com/product/7ZyFf7/ati-video-card-100505603,$269.95 ,ATI,100-505603,FirePro V8800,2 GB,GDDR5,825 MHz,N/A,4600 MHz,PCIe x16,Black / Red,None,267 mm,208 W,2,2,1 Fan,None,N/A,4,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
ATI FirePro W9000,https://m.media-amazon.com/images/I/41sc5QtOGML.jpg,https://pcpartpicker.com/product/B6JwrH/ati-video-card-100505632,,ATI,100 - 505632,FirePro W9000,6 GB,GDDR5,975 MHz,N/A,5500 MHz,PCIe x16,Black / Red,None,279 mm,274 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
ATI FirePro R5000,//cdna.pcpartpicker.com/static/forever/images/product/9a2c77ce936da0e284eb786c88a522d1.256p.jpg,https://pcpartpicker.com/product/7ch9TW/ati-video-card-100505688,,ATI,100-505688,FirePro R5000,2 GB,GDDR5,825 MHz,N/A,3200 MHz,PCIe x16,Black / Red,None,279 mm,150 W,1,1,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATI FirePro V5900,//cdna.pcpartpicker.com/static/forever/images/product/9fb156e358108f8c727c64c69806b6be.256p.jpg,https://pcpartpicker.com/product/CFBv6h/ati-video-card-100505843,,ATI,100-505843,FirePro V5900,2 GB,GDDR5,600 MHz,N/A,4000 MHz,PCIe x16,Black / Red,None,230 mm,75 W,1,1,1 Fan,None,N/A,2,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
MSI N730-2GD3V1,https://m.media-amazon.com/images/I/51wcRjSqgbL.jpg,https://pcpartpicker.com/product/Gt648d/msi-video-card-n7302gd3v1,,MSI,N730-2GD3V1,GeForce GT 730,2 GB,DDR3,700 MHz,N/A,1600 MHz,PCIe x16,Black,None,152 mm,49 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVGA ACX 2.0,//cdna.pcpartpicker.com/static/forever/images/product/39deba993977a1ff2a9340211cfb52b3.256p.jpg,https://pcpartpicker.com/product/F998TW/evga-video-card-04gp42976kr,,EVGA,04G-P4-2976-KR,GeForce GTX 970,4 GB,GDDR5,1165 MHz,N/A,7010 MHz,PCIe x16,Black / Blue,G-Sync,242 mm,145 W,2,2,2 Fans,2 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
GALAX HOF,https://images-na.ssl-images-amazon.com/images/I/518MwapVSvL.jpg,https://pcpartpicker.com/product/FLkwrH/galax-video-card-97nqh6dnd2tx,,GALAX,97NQH6DND2TX,GeForce GTX 970,4 GB,GDDR5,1228 MHz,1380 MHz,7010 MHz,PCIe x16,White / Gray,G-Sync,308 mm,145 W,2,2,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Zotac AMP Omega Core,https://images-na.ssl-images-amazon.com/images/I/51QLyu6HI4L.jpg,https://pcpartpicker.com/product/X7PzK8/zotac-video-card-zt9010610p,,Zotac,ZT-90106-10P,GeForce GTX 970,4 GB,GDDR5,1152 MHz,1304 MHz,7010 MHz,PCIe x16,Black,G-Sync,280 mm,145 W,2,2,3 Fans,2 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Zotac ZT-90303-10M,https://m.media-amazon.com/images/I/41y0QFSj4qL.jpg,https://pcpartpicker.com/product/47PzK8/zotac-video-card-zt9030310m,,Zotac,ZT-90303-10M,GeForce GTX 960,2 GB,GDDR5,1266 MHz,1329 MHz,7010 MHz,PCIe x16,Black,G-Sync,208 mm,120 W,2,2,2 Fans,1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus GTX750-DCSL-2GD5,https://images-na.ssl-images-amazon.com/images/I/51e16AnQsdL.jpg,https://pcpartpicker.com/product/WhM323/asus-video-card-gtx750dcsl2gd5,,Asus,GTX750-DCSL-2GD5,GeForce GTX 750,2 GB,GDDR5,1020 MHz,1085 MHz,5010 MHz,PCIe x16,Black / Red,G-Sync,200 mm,55 W,2,2,Fanless,None,1,1,N/A,N/A,N/A,N/A,N/A,N/A
HP C2J94AT,https://m.media-amazon.com/images/I/41-gOVa4ccL.jpg,https://pcpartpicker.com/product/qDphP6/hp-video-card-c2j94at,$179.96 ,HP,C2J94AT,Quadro K4000,3 GB,GDDR5,810 MHz,N/A,5616 MHz,PCIe x16,Black / Silver,None,241 mm,80 W,1,1,1 Fan,None,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A
HP C2J95AT,//cdna.pcpartpicker.com/static/forever/images/product/58930f0f286d5beadc4fac5af0d4d45f.256p.jpg,https://pcpartpicker.com/product/JsR48d/hp-video-card-c2j95at,,HP,C2J95AT,Quadro K5000,4 GB,GDDR5,706 MHz,N/A,5400 MHz,PCIe x16,Black / Silver,None,267 mm,122 W,2,2,1 Fan,None,N/A,2,1,N/A,N/A,N/A,N/A,2-way SLI Capable
