Name,Image URL,Product URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
Acer Predator BiFrost OC,//cdna.pcpartpicker.com/static/forever/images/product/bf78aa84c077096cfbef5658af051b92.256p.jpg,https://pcpartpicker.com/product/4ZbRsY/acer-predator-bifrost-oc-radeon-rx-7800-xt-16-gb-video-card-dpz3awwp01,$499.99 ,Acer,"DP.Z3AWW.P01, PB-RX7800XT-OC",Radeon RX 7800 XT,16 GB,GDDR6,1295 MHz,2565 MHz,N/A,PCIe x16,Black,FreeSync,282 mm,263 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
PowerColor Red Devil OC,//cdna.pcpartpicker.com/static/forever/images/product/5199e776d5e1c9d319b4a275139bbcf4.256p.jpg,https://pcpartpicker.com/product/ZHFbt6/powercolor-radeon-rx-6950-xt-16-gb-red-devil-oc-video-card-axrx-6950xt-16gbd6-3dheoc,,PowerColor,AXRX 6950XT 16GBD6-3DHE/OC,Radeon RX 6950 XT,16 GB,GDDR6,1890 MHz,2435 MHz,18000 MHz,PCIe x16,Black,FreeSync,320 mm,335 W,2,3,3 Fans,3 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
AMD 100-438378,/static/forever/img/no-image.png,https://pcpartpicker.com/product/bG2WGX/amd-radeon-rx-6800-16-gb-video-card-100-438378,,AMD,100-438378,Radeon RX 6800,16 GB,GDDR6,1700 MHz,2105 MHz,16000 MHz,PCIe x16,Black / Silver,FreeSync,267 mm,250 W,2,2,3 Fans,2 PCIe 8-pin,1,2,N/A,N/A,N/A,N/A,N/A,N/A
Asus TUF GAMING,//cdna.pcpartpicker.com/static/forever/images/product/a8eff006752698eeccd1b93da22cc7e5.256p.jpg,https://pcpartpicker.com/product/DgMTwP/asus-geforce-rtx-3080-10-gb-tuf-gaming-video-card-tuf-rtx3080-10g-gaming,,Asus,"TUF-RTX3080-10G-GAMING, 90YV0FB0-M0NM00",GeForce RTX 3080 10GB,10 GB,GDDR6X,1440 MHz,1740 MHz,19500 MHz,PCIe x16,Black,G-Sync,300 mm,320 W,2,3,3 Fans,2 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,N/A
KFA2 HOF,https://m.media-amazon.com/images/I/41MKRPm766L.jpg,https://pcpartpicker.com/product/TqsV3C/kfa2-hof-geforce-rtx-4090-24-gb-video-card-49nxm5md6phk,,KFA2,49NXM5MD6PHK,GeForce RTX 4090,24 GB,GDDR6X,2235 MHz,2610 MHz,21000 MHz,PCIe x16,White,G-Sync,360 mm,450 W,4,4,3 Fans,2 PCIe 16-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
EVGA XC GAMING,https://m.media-amazon.com/images/I/41b3cd92VmS.jpg,https://pcpartpicker.com/product/jZFbt6/evga-geforce-rtx-3060-ti-lhr-8-gb-xc-gaming-video-card-08g-p5-3663-kl,$421.88 ,EVGA,08G-P5-3663-KL,GeForce RTX 3060 Ti LHR,8 GB,GDDR6,1410 MHz,1710 MHz,14000 MHz,PCIe x16,Black,G-Sync,202 mm,200 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus STRIX GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/45266c1a035b022def39fb568de554f7.256p.jpg,https://pcpartpicker.com/product/Cdkj4D/asus-geforce-rtx-2060-6-gb-strix-gaming-oc-video-card-rog-strix-rtx2060-o6g-gaming,$549.00 ,Asus,"ROG-STRIX-RTX2060-O6G-GAMING, 90YV0CI0-M0NA00, ROGSTRIXRTX2060O6GGAM",GeForce RTX 2060,6 GB,GDDR6,1365 MHz,1860 MHz,14000 MHz,PCIe x16,Black,G-Sync,300 mm,160 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
Asus ROG STRIX GAMING OC V2,//cdna.pcpartpicker.com/static/forever/images/product/2a68f4c0042a271492dbc6f4a23b3b89.256p.jpg,https://pcpartpicker.com/product/hnNxFT/asus-geforce-rtx-3060-ti-lhr-8-gb-rog-strix-gaming-oc-v2-video-card-rog-strix-rtx3060ti-o8g-v2-gaming,$714.99 ,Asus,ROG-STRIX-RTX3060TI-O8G-V2-GAMING,GeForce RTX 3060 Ti LHR,8 GB,GDDR6,1410 MHz,1890 MHz,14000 MHz,PCIe x16,Black / Silver,G-Sync,318 mm,200 W,2,3,3 Fans,2 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte WINDFORCE 3X,https://m.media-amazon.com/images/I/519F3CkQd9L.jpg,https://pcpartpicker.com/product/J2FXsY/gigabyte-video-card-gvn970wf3oc4gd,,Gigabyte,GV-N970WF3OC-4GD,GeForce GTX 970,4 GB,GDDR5,1114 MHz,1253 MHz,7010 MHz,PCIe x16,Black,G-Sync,310 mm,145 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,1,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
ASRock Phantom Gaming D OC,//cdna.pcpartpicker.com/static/forever/images/product/ca0f414f4610c6b30bbf9e51fd20d9fe.256p.jpg,https://pcpartpicker.com/product/LnVmP6/asrock-radeon-rx-6750-xt-12-gb-phantom-gaming-d-oc-video-card-rx6750xt-pgd-12go,$339.99 ,ASRock,"RX6750XT PGD 12GO, 90-GA3NZZ-00UANF",Radeon RX 6750 XT,12 GB,GDDR6,2150 MHz,2623 MHz,18000 MHz,PCIe x16,Silver / Black,FreeSync,305 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
Zotac GAMING Trinity,https://m.media-amazon.com/images/I/41L9kmkP5gL.jpg,https://pcpartpicker.com/product/wRpzK8/zotac-gaming-trinity-geforce-rtx-4070-ti-12-gb-video-card-zt-d40710d-10p,$799.99 ,Zotac,ZT-D40710D-10P,GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2610 MHz,N/A,PCIe x16,Black,G-Sync,307 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Sapphire 21323-01-20G,https://m.media-amazon.com/images/I/318lhCdFeML.jpg,https://pcpartpicker.com/product/Y8hFf7/sapphire-21323-01-20g-radeon-rx-7900-xt-20-gb-video-card-21323-01-20g,,Sapphire,21323-01-20G,Radeon RX 7900 XT,20 GB,GDDR6,2000 MHz,2400 MHz,N/A,PCIe x16,Black,FreeSync,276 mm,308 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A
MSI GeForce RTX 2080 TI VENTUS 11G OC,//cdna.pcpartpicker.com/static/forever/images/product/2ddb258ae538a4a426f1c71c68139038.256p.jpg,https://pcpartpicker.com/product/ZGYLrH/msi-geforce-rtx-2080-ti-11-gb-ventus-oc-video-card-rtx-2080-ti-ventus-11g-oc,,MSI,"RTX 2080 TI VENTUS 11G OC, G208TV11C, GEFORCE RTX 2080 TI VENTUS 11G OC",GeForce RTX 2080 Ti,11 GB,GDDR6,1350 MHz,1635 MHz,14000 MHz,PCIe x16,Silver / Black,G-Sync,268 mm,250 W,2,3,2 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
EVGA SSC GAMING,//cdna.pcpartpicker.com/static/forever/images/product/70bb86154aed5e427972572be5d55e03.256p.jpg,https://pcpartpicker.com/product/KqRFf7/evga-geforce-gtx-1060-3gb-ssc-gaming-video-card-06g-p4-6264-kr,,EVGA,"06G-P4-6264-KR, 06G-P4-6264, 06G-P4-6267-KR, 06G-P4-6267",GeForce GTX 1060 6GB,6 GB,GDDR5,1607 MHz,1835 MHz,8008 MHz,PCIe x16,Black,G-Sync,267 mm,150 W,2,2,2 Fans,1 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,N/A
Asus TUF GAMING OC V2,//cdna.pcpartpicker.com/static/forever/images/product/03aa69ca543ecd826b3981f282ed1226.256p.jpg,https://pcpartpicker.com/product/P9qPxr/asus-tuf-gaming-oc-v2-geforce-rtx-3070-ti-8-gb-video-card-tuf-rtx3070ti-o8g-v2-gaming,$849.00 ,Asus,TUF-RTX3070TI-O8G-V2-GAMING,GeForce RTX 3070 Ti,8 GB,GDDR6X,1575 MHz,1815 MHz,19000 MHz,PCIe x16,Black,G-Sync,300 mm,290 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Asus STRIX OC,https://m.media-amazon.com/images/I/41jIJj9Yk9L.jpg,https://pcpartpicker.com/product/9KXJ7P/asus-geforce-rtx-3070-8-gb-strix-oc-video-card-rog-strix-rtx3070-o8g-white,,Asus,"ROG-STRIX-RTX3070-O8G-WHITE, 90YV0FR5-M0NA00",GeForce RTX 3070,8 GB,GDDR6,1500 MHz,1935 MHz,14000 MHz,PCIe x16,White,G-Sync,318 mm,220 W,2,3,3 Fans,2 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus DUAL OC,//cdna.pcpartpicker.com/static/forever/images/product/b7e36d3ff783b1ca4e74ea9ffaabb449.256p.jpg,https://pcpartpicker.com/product/TJvdnQ/asus-dual-oc-geforce-rtx-3060-8gb-8-gb-video-card-dual-rtx3060-o8g,$359.99 ,Asus,"DUAL-RTX3060-O8G, 90YV0GB5-M0AA00, 90YV0GB5-M0NA00",GeForce RTX 3060 8GB,8 GB,GDDR6,1320 MHz,1867 MHz,N/A,PCIe x16,Black,G-Sync,200 mm,170 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
MSI MECH 2X,//cdna.pcpartpicker.com/static/forever/images/product/e19465e0f369b5cec4beadcd62302eac.256p.jpg,https://pcpartpicker.com/product/7whFf7/msi-radeon-rx-6700-xt-12-gb-mech-2x-video-card-radeon-rx-6700-xt-mech-2x-12g,$738.00 ,MSI,"Radeon RX 6700 XT MECH 2X 12G, RX 6700 XT MECH 2X 12G, V398-005R",Radeon RX 6700 XT,12 GB,GDDR6,2321 MHz,N/A,16000 MHz,PCIe x16,Black / Silver,FreeSync,247 mm,230 W,2,3,2 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus STRIX GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/03dc6b04029baac7f8c0af30dfe334ec.256p.jpg,https://pcpartpicker.com/product/76hmP6/asus-geforce-rtx-2060-super-8-gb-strix-gaming-oc-video-card-rog-strix-rtx2060s-o8g-gaming,,Asus,"ROG-STRIX-RTX2060S-O8G-GAMING, 90YV0DG0-M0NA00",GeForce RTX 2060 SUPER,8 GB,GDDR6,1500 MHz,1860 MHz,14000 MHz,PCIe x16,Black,G-Sync,301 mm,175 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
Zotac AMP,//cdna.pcpartpicker.com/static/forever/images/product/111c7f04e16987dc923e1d19597af786.256p.jpg,https://pcpartpicker.com/product/QVWrxr/zotac-geforce-gtx-1060-6gb-amp-edition-video-card-zt-p10600b-10m,,Zotac,ZT-P10600B-10M,GeForce GTX 1060 6GB,6 GB,GDDR5,1556 MHz,1771 MHz,8000 MHz,PCIe x16,Black / Silver,G-Sync,210 mm,120 W,2,2,2 Fans,1 PCIe 6-pin,1,3,1,N/A,N/A,N/A,N/A,N/A
MSI GAMING X,https://m.media-amazon.com/images/I/4174hWxjj6L.jpg,https://pcpartpicker.com/product/6ZmxFT/msi-radeon-rx-580-8gb-gaming-x-video-card-rx-580-gaming-x-8g,,MSI,RX 580 GAMING X 8G,Radeon RX 580,8 GB,GDDR5,1257 MHz,1393 MHz,8100 MHz,PCIe x16,Black / Red,FreeSync,276 mm,185 W,2,2,2 Fans,1 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
MSI GAMING X,https://m.media-amazon.com/images/I/41RnUguD9RL.jpg,https://pcpartpicker.com/product/xQQcCJ/msi-radeon-rx-6650-xt-8-gb-gaming-x-video-card-radeon-rx-6650-xt-gaming-x-8g,,MSI,"Radeon RX 6650 XT GAMING X 8G, V502-063R, RX 6650 XT GAMING X 8G",Radeon RX 6650 XT,8 GB,GDDR6,2055 MHz,2694 MHz,N/A,PCIe x16,Silver / Black,FreeSync,278 mm,175 W,2,3,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
EVGA SC Black Edition,https://m.media-amazon.com/images/I/41-jqoOB9CL.jpg,https://pcpartpicker.com/product/gwJkcf/evga-geforce-gtx-1080-ti-11gb-sc-black-edition-video-card-11g-p4-6393-kr,$585.00 ,EVGA,11G-P4-6393-KR,GeForce GTX 1080 Ti,11 GB,GDDR5X,1556 MHz,1670 MHz,11000 MHz,PCIe x16,Black,G-Sync,267 mm,250 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI GeForce RTX 3090 TI SUPRIM X 24G,//cdna.pcpartpicker.com/static/forever/images/product/461e23c2bad57438824e1db691fface3.256p.jpg,https://pcpartpicker.com/product/G7Fbt6/msi-geforce-rtx-3090-ti-24-gb-suprim-x-video-card-rtx-3090-ti-suprim-x-24g,,MSI,"RTX 3090 TI SUPRIM X 24G, GeForce RTX 3090 TI SUPRIM X 24G, V509-003R",GeForce RTX 3090 Ti,24 GB,GDDR6X,1560 MHz,1965 MHz,N/A,PCIe x16,Silver / Black,G-Sync,338 mm,480 W,3,4,3 Fans,1 PCIe 16-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI GAMING X TRIO,//cdna.pcpartpicker.com/static/forever/images/product/259d782c571ea83466833c77d00179f4.256p.jpg,https://pcpartpicker.com/product/NBP8TW/msi-gaming-x-trio-geforce-rtx-4080-16-gb-video-card-rtx-4080-16gb-gaming-x-trio-white,"$1,489.99 ",MSI,"RTX 4080 16GB GAMING X TRIO WHITE, G408016GXTW, GeForce RTX 4080 16GB GAMING X TRIO White",GeForce RTX 4080,16 GB,GDDR6X,2205 MHz,2610 MHz,N/A,PCIe x16,White,G-Sync,337 mm,320 W,3,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gainward Ghost,//cdna.pcpartpicker.com/static/forever/images/product/a065cf6416100eeafe8cb13d79b628fe.256p.jpg,https://pcpartpicker.com/product/frVmP6/gainward-geforce-rtx-3060-12-gb-ghost-video-card-ne63060019k9-190au,,Gainward,NE63060019K9-190AU,GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,1777 MHz,15000 MHz,PCIe x16,Black,G-Sync,245 mm,170 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI GAMING X,//cdna.pcpartpicker.com/static/forever/images/product/3943b555d1cba066adcca3c0cb981541.256p.jpg,https://pcpartpicker.com/product/7wgPxr/msi-radeon-rx-480-8gb-gaming-x-video-card-radeon-rx-480-gaming-x-8g,,MSI,RADEON RX 480 GAMING X 8G,Radeon RX 480,8 GB,GDDR5,1120 MHz,1316 MHz,8100 MHz,PCIe x16,Black / Red,FreeSync,276 mm,150 W,2,2,2 Fans,1 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
PNY VCQRTX5000-PB,//cdna.pcpartpicker.com/static/forever/images/product/5d6f63fad3d6531e0576105c98b2210d.256p.jpg,https://pcpartpicker.com/product/sChKHx/pny-quadro-rtx-5000-16-gb-video-card-vcqrtx5000-pb,$824.64 ,PNY,VCQRTX5000-PB,Quadro RTX 5000,16 GB,GDDR6,1620 MHz,1815 MHz,14000 MHz,PCIe x16,Silver / Black,None,267 mm,265 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,N/A,4,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus DUAL OC,//cdna.pcpartpicker.com/static/forever/images/product/b1c4f7caf289289f7dbc1da75f5accac.256p.jpg,https://pcpartpicker.com/product/kyWJ7P/asus-dual-oc-radeon-rx-7600-8-gb-video-card-dual-rx7600-o8g,$279.99 ,Asus,"DUAL-RX7600-O8G, 90YV0IH1-M0NA00",Radeon RX 7600,8 GB,GDDR6,1720 MHz,2745 MHz,18000 MHz,PCIe x16,Black,FreeSync,245 mm,165 W,2,3,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Asus DUAL OC V2,//cdna.pcpartpicker.com/static/forever/images/product/d3ce3241217979ef70e93ab94e7b0ef3.256p.jpg,https://pcpartpicker.com/product/FZH7YJ/asus-geforce-rtx-3060-ti-lhr-8-gb-dual-oc-v2-video-card-dual-rtx3060ti-o8g-v2,$599.99 ,Asus,DUAL-RTX3060TI-O8G-V2,GeForce RTX 3060 Ti LHR,8 GB,GDDR6,1410 MHz,1740 MHz,14000 MHz,PCIe x16,Black / Silver,G-Sync,269 mm,200 W,2,3,2 Fans,1 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,N/A
AMD RADEON PRO WX 7100,//cdna.pcpartpicker.com/static/forever/images/product/ef7f384aa72bfb4f212ac0c9f8cca06b.256p.jpg,https://pcpartpicker.com/product/hYwqqs/amd-radeon-pro-wx-7100-8gb-video-card-radeon-pro-wx-7100,$244.01 ,AMD,"RADEON PRO WX 7100, 100-505826",Radeon Pro WX 7100,8 GB,GDDR5,900 MHz,1080 MHz,8000 MHz,PCIe x16,Blue,FreeSync,242 mm,150 W,1,1,1 Fan,1 PCIe 6-pin,N/A,4,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
ASRock Phantom Gaming OC,//cdna.pcpartpicker.com/static/forever/images/product/9d59a9e01fbf43b527f453beb9548d16.256p.jpg,https://pcpartpicker.com/product/gbXV3C/asrock-phantom-gaming-oc-radeon-rx-6950-xt-16-gb-video-card-rx6950xt-pg-16go,,ASRock,"RX6950XT PG 16GO, 90-GA49ZZ-00UANF",Radeon RX 6950 XT,16 GB,GDDR6,1958 MHz,2324 MHz,N/A,PCIe x16,Silver / Black,FreeSync,330 mm,335 W,2,3,3 Fans,3 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
Asus Phoenix,//cdna.pcpartpicker.com/static/forever/images/product/ef1fed4154146113367e232b759ea7b2.256p.jpg,https://pcpartpicker.com/product/sB6p99/asus-phoenix-radeon-rx-6400-4-gb-video-card-ph-rx6400-4g,$154.71 ,Asus,"PH-RX6400-4G, 90YV0H91-M0NA00",Radeon RX 6400,4 GB,GDDR6,1923 MHz,N/A,N/A,PCIe x16,Black,FreeSync,196 mm,53 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte Vision OC,//cdna.pcpartpicker.com/static/forever/images/product/7c06e552ed22d184bcd0ec4ac989dc37.256p.jpg,https://pcpartpicker.com/product/Zk2bt6/gigabyte-vision-oc-geforce-rtx-3090-24-gb-video-card-gv-n3090visionoc24gd,,Gigabyte,GV-N3090VISIONOC24GD,GeForce RTX 3090,24 GB,GDDR6X,1395 MHz,1755 MHz,19500 MHz,PCIe x16,Silver / White,G-Sync,320 mm,350 W,2,3,3 Fans,2 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte AORUS ELITE,//cdna.pcpartpicker.com/static/forever/images/product/ed0b2d3c16acfa51cf55e885fc982a88.256p.jpg,https://pcpartpicker.com/product/9QQcCJ/gigabyte-radeon-rx-6750-xt-12-gb-aorus-elite-video-card-gv-r675xtaorus-e-12gd,$543.68 ,Gigabyte,GV-R675XTAORUS E-12GD,Radeon RX 6750 XT,12 GB,GDDR6,2150 MHz,2623 MHz,N/A,PCIe x16,Black / Gray,FreeSync,296 mm,250 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A
KFA2 EX Gamer,//cdna.pcpartpicker.com/static/forever/images/product/88ef2a775112c452e1c8d7fe7bcb7eae.256p.jpg,https://pcpartpicker.com/product/Z3ZXsY/kfa2-ex-gamer-geforce-rtx-4070-12-gb-video-card-47nom7md7jek,,KFA2,47NOM7MD7JEK,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2550 MHz,N/A,PCIe x16,Black,G-Sync,323 mm,200 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI AERO ITX,//cdna.pcpartpicker.com/static/forever/images/product/c44fe134983047e334951615a7cde573.256p.jpg,https://pcpartpicker.com/product/pJQcCJ/msi-radeon-rx-6400-4-gb-aero-itx-video-card-radeon-rx-6400-aero-itx-4g,$154.99 ,MSI,"Radeon RX 6400 AERO ITX 4G, V508-012R, RX 6400 AERO ITX 4G",Radeon RX 6400,4 GB,GDDR6,1923 MHz,N/A,N/A,PCIe x16,Black / Gray,FreeSync,172 mm,53 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A
Zotac GAMING Twin Edge OC,//cdna.pcpartpicker.com/static/forever/images/product/8c66a78438b30cea4126c5e3130e9119.256p.jpg,https://pcpartpicker.com/product/7BJgXL/zotac-geforce-rtx-3050-8gb-8-gb-gaming-twin-edge-oc-video-card-zt-a30500h-10m,$399.99 ,Zotac,ZT-A30500H-10M,GeForce RTX 3050 8GB,8 GB,GDDR6,1550 MHz,1807 MHz,14000 MHz,PCIe x16,Black / Silver,G-Sync,224 mm,130 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte GAMING OC,https://m.media-amazon.com/images/I/41cV+4iOmoL.jpg,https://pcpartpicker.com/product/qMKcCJ/gigabyte-geforce-rtx-2080-8gb-gaming-oc-video-card-gv-n2080gaming-oc-8gc,,Gigabyte,GV-N2080GAMING OC-8GC,GeForce RTX 2080,8 GB,GDDR6,1515 MHz,N/A,N/A,PCIe x16,Black,G-Sync,286 mm,215 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
EVGA Gaming iCX,//cdna.pcpartpicker.com/static/forever/images/product/9f0a144768655270f103f3f371ab38f6.256p.jpg,https://pcpartpicker.com/product/KBtWGX/evga-geforce-gtx-1080-ti-11gb-ftw-gaming-icx-video-card-11g-p4-6696-kr,$999.99 ,EVGA,11G-P4-6696-KR,GeForce GTX 1080 Ti,11 GB,GDDR5X,1569 MHz,1683 MHz,11016 MHz,PCIe x16,Silver,G-Sync,300 mm,250 W,2,2,3 Fans,2 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Zotac MINI,https://m.media-amazon.com/images/I/31xjDbamtnL.jpg,https://pcpartpicker.com/product/GCdrxr/zotac-geforce-rtx-2070-super-8-gb-mini-video-card-zt-t20710e-10m,,Zotac,ZT-T20710E-10M,GeForce RTX 2070 SUPER,8 GB,GDDR6,1605 MHz,1770 MHz,14000 MHz,PCIe x16,Black,G-Sync,210 mm,215 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus TUF GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/936ced0c2298b2d1cab0f9cf6d918092.256p.jpg,https://pcpartpicker.com/product/DnjBD3/asus-geforce-gtx-1650-g6-4-gb-tuf-gaming-oc-video-card-tuf-gtx1650-o4gd6-gaming,$315.02 ,Asus,"TUF-GTX1650-O4GD6-GAMING, 90YV0EH0-M0NA00",GeForce GTX 1650 G6,4 GB,GDDR6,1410 MHz,1680 MHz,12000 MHz,PCIe x16,Black,G-Sync,204 mm,75 W,2,3,2 Fans,None,1,1,1,N/A,N/A,N/A,N/A,N/A
Sapphire PULSE,https://images-eu.ssl-images-amazon.com/images/I/51SiajkLV3L.jpg,https://pcpartpicker.com/product/bxM323/sapphire-radeon-rx-570-4gb-pulse-video-card-11266-04-20g,,Sapphire,"11266-04-20G, 100412P4GOCL",Radeon RX 570,4 GB,GDDR5,1168 MHz,1284 MHz,7000 MHz,PCIe x16,Black,FreeSync,230 mm,180 W,2,2,2 Fans,1 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
MSI GAMING X,//cdna.pcpartpicker.com/static/forever/images/product/fa761e9b1d1f64f43c4a93236af58c5f.256p.jpg,https://pcpartpicker.com/product/wfNv6h/msi-geforce-gtx-1660-6-gb-gaming-x-video-card-gtx-1660-gaming-x-6g,,MSI,"GTX 1660 GAMING X 6G, G1660GX6, GEFORCE GTX 1660 GAMING X 6G, 912-V379-009, V379-001R",GeForce GTX 1660,6 GB,GDDR5,1530 MHz,1860 MHz,8000 MHz,PCIe x16,Black,G-Sync,247 mm,130 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Sapphire NITRO+ SE,//cdna.pcpartpicker.com/static/forever/images/product/94e52722891f5dfb9697b8c5a4d3d3c0.256p.jpg,https://pcpartpicker.com/product/nLNv6h/sapphire-radeon-rx-590-8-gb-nitro-video-card-11289-01-20g,,Sapphire,"11289-01-20G, 100415NT+8GSEL",Radeon RX 590,8 GB,GDDR5,1469 MHz,1560 MHz,8400 MHz,PCIe x16,Blue / White,FreeSync,260 mm,250 W,2,2,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,2,2,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Asus TUF GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/95377ff4251af65288eadb5097243730.256p.jpg,https://pcpartpicker.com/product/jKZ9TW/asus-geforce-rtx-3060-12-gb-tuf-gaming-oc-video-card-tuf-rtx3060-o12g-gaming,,Asus,"TUF-RTX3060-O12G-GAMING, 90YV0GC0-M0NA00",GeForce RTX 3060 12GB,12 GB,GDDR6,1320 MHz,N/A,15000 MHz,PCIe x16,Black,G-Sync,301 mm,170 W,2,3,3 Fans,1 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,N/A
PNY XLR8 Gaming VERTO EPIC-X RGB OC,//cdna.pcpartpicker.com/static/forever/images/product/454595510406563cc5b90d6ca7623be9.256p.jpg,https://pcpartpicker.com/product/Ppytt6/pny-xlr8-gaming-verto-epic-x-rgb-oc-geforce-rtx-4080-16-gb-video-card-vcg408016tfxxpb1-o,"$1,349.99 ",PNY,VCG408016TFXXPB1-O,GeForce RTX 4080,16 GB,GDDR6X,2205 MHz,2550 MHz,23000 MHz,PCIe x16,Black,G-Sync,332 mm,320 W,4,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
