Name,Image URL,Product URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
Gigabyte AORUS WATERFORCE 280,//cdna.pcpartpicker.com/static/forever/images/product/31f9f669a779a52bd8591cc9313cdefb.256p.jpg,https://pcpartpicker.com/product/WnVmP6/gigabyte-aorus-waterforce-280-liquid-cpu-cooler-gp-aorus-waterforce-280,,Gigabyte,AORUS WATERFORCE 280,"GP-AORUS WATERFORCE 280, AORUS WATERFORCE 280",950 - 2150 RPM,17.1 - 36.5 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
ID-COOLING DK,https://m.media-amazon.com/images/I/41tBkaTzgFL.jpg,https://pcpartpicker.com/product/4fMTwP/id-cooling-dk-03i-rgb-pwm-615-cfm-cpu-cooler-dk-03i-rgb-pwm,,ID-COOLING,N/A,DK-03i RGB PWM,500 - 1800 RPM,14.2 - 25.6 dB,Black / Silver,60 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
ID-COOLING SE-214-XT,//cdna.pcpartpicker.com/static/forever/images/product/a26b034db0499eb977236a1df1fdac37.256p.jpg,https://pcpartpicker.com/product/KBkWGX/id-cooling-se-214-xt-648-cfm-cpu-cooler-se-214-xt,,ID-COOLING,N/A,SE-214-XT,500 - 1500 RPM,16 - 26.6 dB,N/A,150 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,8
ID-COOLING FROSTFLOW X,//cdna.pcpartpicker.com/static/forever/images/product/ba2259288533ad363c0e3d4626c4f4ac.256p.jpg,https://pcpartpicker.com/product/GyVG3C/id-cooling-frostflow-x-745-cfm-liquid-cpu-cooler-frostflow-x-120,,ID-COOLING,N/A,FROSTFLOW X 120,700 - 1800 RPM,18 - 35.2 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,7
Thermalright Assassin King 120,https://m.media-amazon.com/images/I/411ryX+bd9L.jpg,https://pcpartpicker.com/product/hMTp99/thermalright-assassin-king-120-6617-cfm-cpu-cooler-ak120-white,,Thermalright,Assassin King 120,AK120 WHITE,1500 RPM,25.6 dB,White / Silver,154 mm,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Thermaltake TH280 V2 Ultra ARGB Sync,//cdna.pcpartpicker.com/static/forever/images/product/079fba4f548c0f838b4b066fa0b355d1.256p.jpg,https://pcpartpicker.com/product/YFYRsY/thermaltake-th280-v2-ultra-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w385-pl14sw-a,$134.99 ,Thermaltake,TH280 V2 Ultra ARGB Sync,CL-W385-PL14SW-A,500 - 2000 RPM,34.7 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
ID-COOLING IS-47S,//cdna.pcpartpicker.com/static/forever/images/product/19abf354b151ceddb342527c7b57c9aa.256p.jpg,https://pcpartpicker.com/product/XvXJ7P/id-cooling-is-47s-40-cfm-cpu-cooler-is-47s,,ID-COOLING,N/A,IS-47S,800 - 3600 RPM,17 - 35.8 dB,N/A,47 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,8
Deepcool CASTLE 360EX,//cdna.pcpartpicker.com/static/forever/images/product/ab1bf1d96723569a922f4e8d941aa6bb.256p.jpg,https://pcpartpicker.com/product/K4848d/deepcool-castle-360ex-644-cfm-liquid-cpu-cooler-castle-360ex,,Deepcool,N/A,CASTLE 360EX,500 - 1800 RPM,32.1 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
ID-COOLING PINKFLOW 360,//cdna.pcpartpicker.com/static/forever/images/product/b9f4d3a4cdc12809a0d4b22269bde922.256p.jpg,https://pcpartpicker.com/product/vVxRsY/id-cooling-pinkflow-360-552-cfm-liquid-cpu-cooler-pinkflow-360,,ID-COOLING,N/A,PINKFLOW 360,900 - 2000 RPM,16.3 - 33.5 dB,Pink,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Geometric Future Eskimo Junior 36,//cdna.pcpartpicker.com/static/forever/images/product/6db391f1bc88f42da7a8528f78c8bed7.256p.jpg,https://pcpartpicker.com/product/wMgrxr/geometric-future-eskimo-junior-36-6911-cfm-liquid-cpu-cooler-geo-ej-36w,$119.90 ,Geometric Future,Eskimo Junior 36,GEO-EJ-36W,2000 RPM,29 dB,White,53 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
Thermalright Frost Tower 120,https://m.media-amazon.com/images/I/51UEchpUJcL.jpg,https://pcpartpicker.com/product/K6sV3C/thermalright-frost-tower-120-82-cfm-cpu-cooler-ft120,,Thermalright,Frost Tower 120,FT120,1850 RPM,29.6 dB,N/A,154 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
BitFenix Cube ARGB,//cdna.pcpartpicker.com/static/forever/images/product/b41f432b9793485fd845e2e5bd9a6312.256p.jpg,https://pcpartpicker.com/product/m9dG3C/bitfenix-cube-argb-60-cfm-liquid-cpu-cooler-bfw-aio-360-bb27a-rp,$99.90 ,BitFenix,N/A,BFW-AIO-360-BB27A-RP,2000 RPM,34 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,8
Thermaltake TH240 V2 Ultra ARGB Sync,https://m.media-amazon.com/images/I/318JcKUt9VL.jpg,https://pcpartpicker.com/product/tpFmP6/thermaltake-th240-v2-ultra-argb-sync-5705-cfm-liquid-cpu-cooler-cl-w404-pl12sw-a,$149.99 ,Thermaltake,TH240 V2 Ultra ARGB Sync,CL-W404-PL12SW-A,500 - 1800 RPM,25.8 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
KOLINK Umbra Void,//cdna.pcpartpicker.com/static/forever/images/product/a124887b212f53f3e3e683069f1e66fc.256p.jpg,https://pcpartpicker.com/product/jvxxFT/kolink-umbra-void-652-cfm-liquid-cpu-cooler-pgw-cc-kol-005,,KOLINK,N/A,"PGW-CC-KOL-005, KL-UA360-WC",2200 RPM,30 dB,Black,48 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ARCTIC Liquid Freezer II 120,//cdna.pcpartpicker.com/static/forever/images/product/c2f58da67a32e7a8217c4d00045ff985.256p.jpg,https://pcpartpicker.com/product/CDZzK8/arctic-liquid-freezer-ii-120-563-cfm-liquid-cpu-cooler-acfre00067a,,ARCTIC,Liquid Freezer II 120,ACFRE00067A,200 - 1800 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
Gigabyte AORUS WATERFORCE X,//cdna.pcpartpicker.com/static/forever/images/product/55326d7d2dbf84af44ad5d994227b181.256p.jpg,https://pcpartpicker.com/product/TP8bt6/gigabyte-aorus-waterforce-x-8918-cfm-liquid-cpu-cooler-aorus-waterforce-x-280,$199.99 ,Gigabyte,N/A,"AORUS WATERFORCE X 280, GP-AORUS WATERFORCE X 280, GP-AWATERFORCEX280",2300 RPM,8.06 - 44.4 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
Deepcool GAMMAXX GTE V2,//cdna.pcpartpicker.com/static/forever/images/product/ee8c3e066d8e106fc8c71ba3cd07d82b.256p.jpg,https://pcpartpicker.com/product/FJ2bt6/deepcool-gammaxx-gte-v2-645-cfm-cpu-cooler-dp-mch4-gmx-gte-v2wh,,Deepcool,GAMMAXX GTE V2,DP-MCH4-GMX-GTE-V2WH,500 - 1650 RPM,27.8 dB,White,158 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",No,No,10
Cooler Master I70,https://m.media-amazon.com/images/I/51hvYunIY8L.jpg,https://pcpartpicker.com/product/3ZGhP6/cooler-master-i70-37-cfm-cpu-cooler-rr-i7a7-18fk-n1,,Cooler Master,I70,RR-I7A7-18FK-N1,1800 RPM,28 dB,Black / Silver,70 mm,LGA1700,No,No,10
LC-Power LC-CC-120-RGB,https://m.media-amazon.com/images/I/41usdSqhTrL.jpg,https://pcpartpicker.com/product/BY7scf/lc-power-lc-cc-120-rgb-58-cfm-cpu-cooler-lc-cc-120-rgb,$46.33 ,LC-Power,N/A,LC-CC-120-RGB,800 - 1800 RPM,N/A,Black,152 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
Iceberg Thermal IceSLEET G6 Stealth,//cdna.pcpartpicker.com/static/forever/images/product/dc977223dd6cc02902a3ad1c2d102416.256p.jpg,https://pcpartpicker.com/product/NszhP6/iceberg-thermal-icesleet-g6-stealth-85-cfm-cpu-cooler-icesleetg6-00a,$44.99 ,Iceberg Thermal,IceSLEET G6 Stealth,ICESLEETG6-00A,600 - 1400 RPM,26 dB,Black / Blue,160 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Mars Gaming ML-ONE,https://m.media-amazon.com/images/I/41EoXmQjpzL.jpg,https://pcpartpicker.com/product/ZRjBD3/mars-gaming-ml-one-692-cfm-liquid-cpu-cooler-mlone120,,Mars Gaming,N/A,MLONE120,600 - 1800 RPM,9 - 26 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
Thermalright Frozen Warframe ARGB,//cdna.pcpartpicker.com/static/forever/images/product/d5fe32c966b1796b548c59abd642676d.256p.jpg,https://pcpartpicker.com/product/C9vD4D/thermalright-frozen-warframe-argb-7084-cfm-liquid-cpu-cooler-frozen-warframe-240-black-argb,,Thermalright,N/A,Frozen Warframe 240 BLACK ARGB,2000 RPM,22.1 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Thermaltake TH120 ARGB Sync,//cdna.pcpartpicker.com/static/forever/images/product/879f648a99976d305e9c55400085f85d.256p.jpg,https://pcpartpicker.com/product/wCxRsY/thermaltake-th120-argb-sync-5928-cfm-liquid-cpu-cooler-cl-w346-pl12sw-a,$62.55 ,Thermaltake,TH120 ARGB Sync,"CL-W346-PL12SW-A, CL-W346-PL12SW-B",1500 RPM,28.2 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 120 mm,No,9
Cooler Master i71C RGB,//cdna.pcpartpicker.com/static/forever/images/product/ce921f8b83a6f9916e60af9691634d63.256p.jpg,https://pcpartpicker.com/product/M4kj4D/cooler-master-i71c-rgb-37-cfm-rifle-bearing-cpu-cooler-rr-i71c-20pc-r1,,Cooler Master,i71C RGB,RR-I71C-20PC-R1,650 - 1800 RPM,N/A,Black,60 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,10
Jonsbo CR-1400 EVO ARGB Black,//cdna.pcpartpicker.com/static/forever/images/product/2fe7a90c8bdb7b9447c4277b4ebcf1a1.256p.jpg,https://pcpartpicker.com/product/sGbRsY/jonsbo-cr-1400-evo-argb-black-382-cfm-cpu-cooler-cr-1400-evo-argb-black,$27.99 ,Jonsbo,N/A,"CR-1400 EVO ARGB Black, CR-1400-EVO-ARGB",800 - 2200 RPM,22.3 - 33.8 dB,Black,130 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermalright Frozen Vision 360,//cdna.pcpartpicker.com/static/forever/images/product/1a5caaefea94d7dbc55c44c604084b72.256p.jpg,https://pcpartpicker.com/product/YZjRsY/thermalright-frozen-vision-360-69-cfm-liquid-cpu-cooler-frozen-vision-360-black,,Thermalright,Frozen Vision 360,Frozen Vision 360 BLACK,2150 RPM,27 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Gelid Solutions Liquid 360,https://m.media-amazon.com/images/I/41d7VG6mDGL.jpg,https://pcpartpicker.com/product/8L9wrH/gelid-solutions-liquid-360-liquid-cpu-cooler-cc-aio-360-a,$99.99 ,Gelid Solutions,Liquid 360,CC-AIO-360-A,750 - 1800 RPM,29.6 dB,Black,56 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
CRYORIG H7 Quad Lumi,//cdna.pcpartpicker.com/static/forever/images/product/c80d9ebfdc9ddaf3bd6b8423a98656af.256p.jpg,https://pcpartpicker.com/product/bHcMnQ/cryorig-h7-quad-lumi-49-cfm-cpu-cooler-h7-quad-lumi,$109.33 ,CRYORIG,N/A,"H7 Quad Lumi, CR-H7QLA",330 - 1600 RPM,10 - 25 dB,N/A,145 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
Cooler Master MA621P TR4,//cdna.pcpartpicker.com/static/forever/images/product/4fac2f9b09c673af00dff70b5ce5b170.256p.jpg,https://pcpartpicker.com/product/TJgzK8/cooler-master-ma621p-tr4-534-cfm-cpu-cooler-map-d6pn-218pc-r2,$623.23 ,Cooler Master,MA621P TR4,MAP-D6PN-218PC-R2,600 - 1800 RPM,31 dB,Black / Silver,165 mm,"sTR4, sTRX4",No,No,10
EVGA CLC 240,//cdna.pcpartpicker.com/static/forever/images/product/98a3497949301d031e7fe469b79a0395.256p.jpg,https://pcpartpicker.com/product/krZ2FT/evga-clc-240-7482-cfm-liquid-cpu-cooler-400-hy-cl24-v1,$142.50 ,EVGA,CLC 240,400-HY-CL24-V1,500 - 2400 RPM,16 - 39.9 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Jonsbo HX4170D,//cdna.pcpartpicker.com/static/forever/images/product/cdd4f7569a9c9407aad9a68ba455749b.256p.jpg,https://pcpartpicker.com/product/Jn7scf/jonsbo-hx4170d-3885-cfm-cpu-cooler-hx4170d-black,,Jonsbo,N/A,HX4170D Black,600 - 3300 RPM,28.4 dB,Black,45 mm,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Corsair H75 2018,//cdna.pcpartpicker.com/static/forever/images/product/3a20f777c3c7b5c0aa20e7196c0d7e55.256p.jpg,https://pcpartpicker.com/product/FYhKHx/corsair-h75-2018-64-cfm-liquid-cpu-cooler-cw-9060035-ww,$142.47 ,Corsair,H75 2018,CW-9060035-WW,1900 RPM,31 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,9
Thermaltake Floe DX RGB TT Premium Edition B,https://m.media-amazon.com/images/I/41462W3AbGL.jpg,https://pcpartpicker.com/product/fRDkcf/thermaltake-floe-dx-rgb-tt-premium-edition-b-4245-cfm-liquid-cpu-cooler-cl-w256-pl12sw-b,,Thermaltake,N/A,CL-W256-PL12SW-B,500 - 1500 RPM,19 - 23.9 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Thermaltake TH240 V2 Ultra ARGB Sync,//cdna.pcpartpicker.com/static/forever/images/product/157cd688f294d21c213ee954037d7cdf.256p.jpg,https://pcpartpicker.com/product/n9RwrH/thermaltake-th240-v2-ultra-argb-sync-5705-cfm-liquid-cpu-cooler-cl-w383-pl12sw-a,$129.99 ,Thermaltake,TH240 V2 Ultra ARGB Sync,CL-W383-PL12SW-A,500 - 1800 RPM,25.8 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Scythe Ninja 5 Rev. B,https://m.media-amazon.com/images/I/51PVli4QcQL.jpg,https://pcpartpicker.com/product/pGgrxr/scythe-ninja-5-rev-b-4303-cfm-cpu-cooler-scnj-5100,$64.98 ,Scythe,N/A,SCNJ-5100,300 - 800 RPM,4 - 14.5 dB,Black,155 mm,"AM4, AM5, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Fractal Design Celsius S36,//cdna.pcpartpicker.com/static/forever/images/product/0d556b8a72be0b775fa4262af3383326.256p.jpg,https://pcpartpicker.com/product/NMtWGX/fractal-design-celsius-s36-876-cfm-liquid-cpu-cooler-fd-wcu-celsius-s36-bk,,Fractal Design,Celsius S36,"FD-WCU-CELSIUS-S36-BK, WCU-CELSIUS-S36-BK",500 - 2000 RPM,32.2 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
RAIJINTEK AIDOS BLACK,https://m.media-amazon.com/images/I/41v1pdSGWfL.jpg,https://pcpartpicker.com/product/b8h9TW/raijintek-cpu-cooler-0r100009,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thermaltake TH420 V2 ARGB Sync,https://m.media-amazon.com/images/I/31bAdxuWD0L.jpg,https://pcpartpicker.com/product/XsP8TW/thermaltake-th420-v2-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w378-pl14sw-a,$127.28 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Corsair H115i,//cdna.pcpartpicker.com/static/forever/images/product/b82b5121048a978da711b4f8e199e4a6.256p.jpg,https://pcpartpicker.com/product/RH2rxr/corsair-h115i-10465-cfm-liquid-cpu-cooler-cw-9060027-ww,$224.98 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deepcool LE300,//cdna.pcpartpicker.com/static/forever/images/product/23d6e275385dd1473b465338f441c797.256p.jpg,https://pcpartpicker.com/product/gyYmP6/deepcool-le300-8585-cfm-liquid-cpu-cooler-r-le300-bklnmc-g-1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARCTIC Freezer i35,//cdna.pcpartpicker.com/static/forever/images/product/99380a169b1c09f684e99e611a42c2ce.256p.jpg,https://pcpartpicker.com/product/VrTp99/arctic-freezer-i35-cpu-cooler-acfre00094a,$38.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAIJINTEK JUNO-X,//cdna.pcpartpicker.com/static/forever/images/product/7a85e43ff4c9eddd493e3088d3f81a73.256p.jpg,https://pcpartpicker.com/product/qK448d/raijintek-juno-x-520-cfm-cpu-cooler-0r100060,$38.82 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cooler Master MasterLiquid 240,//cdna.pcpartpicker.com/static/forever/images/product/34c880de55c034f9cee334fe30c6fd2d.256p.jpg,https://pcpartpicker.com/product/z9Z2FT/cooler-master-masterliquid-240-667-cfm-liquid-cpu-cooler-mlx-d24m-a20pw-r1,$124.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Silverstone Hydrogon D120 ARGB V2,//cdna.pcpartpicker.com/static/forever/images/product/9669704387ac00721458c8d6bc1487ca.256p.jpg,https://pcpartpicker.com/product/q7rRsY/silverstone-hydrogon-d120-argb-v2-5623-cfm-cpu-cooler-sst-hyd120-argb-v2,$71.61 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deepcool LD240,//cdna.pcpartpicker.com/static/forever/images/product/fa21df48f0c99f6e5b99a0bcdc656071.256p.jpg,https://pcpartpicker.com/product/yYGhP6/deepcool-ld240-7204-cfm-liquid-cpu-cooler-r-ld240-bkmsn-g-1,$99.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cooler Master Hyper 212X,//cdna.pcpartpicker.com/static/forever/images/product/e772d0b2cbed443c7345f1a410f02948.med.256p.jpg,https://pcpartpicker.com/product/PJYXsY/cooler-master-cpu-cooler-rr212x20pmr1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scythe Big Shuriken 3,https://m.media-amazon.com/images/I/51RpYRSrOSL.jpg,https://pcpartpicker.com/product/DKfhP6/scythe-big-shuriken-3-5079-cfm-cpu-cooler-scbsk-3000,,Scythe,Big Shuriken 3,SCBSK-3000,300 - 1800 RPM,2.7 - 30.4 dB,Black / Silver,69 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Deepcool AG400 LED,https://m.media-amazon.com/images/I/41rm-S6pzaL.jpg,https://pcpartpicker.com/product/CPRYcf/deepcool-ag400-led-7589-cfm-cpu-cooler-r-ag400-bklnmc-g-1,,Deepcool,AG400 LED,R-AG400-BKLNMC-G-1,500 - 2000 RPM,31.6 dB,Black / Silver,150 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
NZXT Kraken X62 Rev 2,//cdna.pcpartpicker.com/static/forever/images/product/2af62e02efa397f4a4c8bb1009be66c7.256p.jpg,https://pcpartpicker.com/product/2RdFf7/nzxt-kraken-x62-rev-2-9817-cfm-liquid-cpu-cooler-rl-krx62-02,,NZXT,Kraken X62 Rev 2,RL-KRX62-02,500 - 1800 RPM,21 - 38 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
Thermaltake TH420 ARGB Sync,https://m.media-amazon.com/images/I/41V+QuUU3hL.jpg,https://pcpartpicker.com/product/D2RwrH/thermaltake-th420-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w369-pl14sw-a,$112.70 ,Thermaltake,TH420 ARGB Sync,"CL-W369-PL14SW-A, CL-W369-PL14SW-B",500 - 1800 RPM,34.7 dB,White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,9
Corsair H50,//cdna.pcpartpicker.com/static/forever/images/product/c8f84d0425043fd2c4da9077dec838a6.256p.jpg,https://pcpartpicker.com/product/VF2kcf/corsair-h50-57-cfm-liquid-cpu-cooler-cwch50-1,$131.16 ,Corsair,H50,CWCH50-1,1700 RPM,30.32 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",Yes - 120 mm,No,8
Thermaltake TH420 ARGB Sync,//cdna.pcpartpicker.com/static/forever/images/product/95d729ca24a816d7b88a46945f2cf392.256p.jpg,https://pcpartpicker.com/product/w6XV3C/thermaltake-th420-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w367-pl14sw-a,$189.98 ,Thermaltake,TH420 ARGB Sync,"CL-W367-PL14SW-A, CL-W367-PL14SW-B",500 - 1800 RPM,34.7 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,9
Cooler Master MasterLiquid ML120R RGB,//cdna.pcpartpicker.com/static/forever/images/product/3deec0e55023fbed6eef4a89cb89713c.256p.jpg,https://pcpartpicker.com/product/7tQG3C/cooler-master-masterliquid-ml120r-rgb-667-cfm-liquid-cpu-cooler-mlx-d12m-a20pc-r1,$124.99 ,Cooler Master,MasterLiquid ML120R RGB,MLX-D12M-A20PC-R1,650 - 2000 RPM,6 - 30 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
Montech AIR COOLER 210,//cdna.pcpartpicker.com/static/forever/images/product/0302b489301192585a4147b9c2a7df30.256p.jpg,https://pcpartpicker.com/product/hn2WGX/montech-air-cooler-210-73-cfm-cpu-cooler-air-cooler-210,$93.52 ,Montech,N/A,AIR COOLER 210,600 - 1500 RPM,27 dB,Black,153 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,9
