Name,Image URL,Product URL,Price,Manufacturer,Part #,Capacity,Price / GB,Type,Cache,Form Factor,Interface,NVME,,
Micron 5400 Pro eSSC,/static/forever/img/no-image.png,https://pcpartpicker.com/product/bQvD4D/micron-5400-pro-essc-960-gb-m2-2280-sata-solid-state-drive-mtfddav960tga-1bc16abyy,,"
Micron
",MTFDDAV960TGA-1BC16ABYY,"
960 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No,,
Lenovo S4520,/static/forever/img/no-image.png,https://pcpartpicker.com/product/PPdG3C/lenovo-s4520-768-tb-25-solid-state-drive-4xb7a17105,,"
Lenovo
",4XB7A17105,"
7.68 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
Klevv CRAS 910 Lite,/static/forever/img/no-image.png,https://pcpartpicker.com/product/y6ZXsY/klevv-cras-910-lite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-k02tbm2sp0-c9l,,"
Klevv
",K02TBM2SP0-C9L,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
YEYIAN Valk,/static/forever/img/no-image.png,https://pcpartpicker.com/product/FHTZxr/yeyian-valk-120-gb-25-solid-state-drive-ycv-051820-2,,"
YEYIAN
",YCV-051820-2,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
AGI AI818,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Ht26Mp/agi-ai818-512-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-agi512g43ai818,,"
AGI
",AGI512G43AI818,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
AGI AI838,https://m.media-amazon.com/images/I/41JrURIM4ML.jpg,https://pcpartpicker.com/product/pYZXsY/agi-ai838-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-agi1t0g44ai838,,"
AGI
",AGI1T0G44AI838,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
AGI AI838,/static/forever/img/no-image.png,https://pcpartpicker.com/product/tYZXsY/agi-ai838-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-agi2t0g44ai838,,"
AGI
",AGI2T0G44AI838,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
AGI AI218,/static/forever/img/no-image.png,https://pcpartpicker.com/product/V9Hqqs/agi-ai218-4-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-agi4t0gimai218,,"
AGI
",AGI4T0GIMAI218,"
4 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Fantom Drives VENOM7 PS5,/static/forever/img/no-image.png,https://pcpartpicker.com/product/FV88TW/fantom-drives-venom7-ps5-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-vm7x10-ps5,,"
Fantom Drives
",VM7X10-PS5,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
TEAMGROUP T-Create Classic C43,/static/forever/img/no-image.png,https://pcpartpicker.com/product/8xMMnQ/teamgroup-t-create-classic-c43-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffa001t0c129,,"
TEAMGROUP
",TM8FFA001T0C129,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
TEAMGROUP T-Create Classic C45,/static/forever/img/no-image.png,https://pcpartpicker.com/product/rwQKHx/teamgroup-t-create-classic-c45-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffx002t0c129,,"
TEAMGROUP
",TM8FFX002T0C129,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Klevv CRAS C925,/static/forever/img/no-image.png,https://pcpartpicker.com/product/n2cgXL/klevv-cras-c925-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-k02tbm2sp0-c9t,,"
Klevv
",K02TBM2SP0-C9T,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
TEAMGROUP MP44Q,/static/forever/img/no-image.png,https://pcpartpicker.com/product/pFNYcf/teamgroup-mp44q-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffd002t0c101,,"
TEAMGROUP
",TM8FFD002T0C101,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
TEAMGROUP MP44Q,/static/forever/img/no-image.png,https://pcpartpicker.com/product/trjRsY/teamgroup-mp44q-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffd004t0c101,,"
TEAMGROUP
",TM8FFD004T0C101,"
4 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Silicon Power XD85,/static/forever/img/no-image.png,https://pcpartpicker.com/product/qbP8TW/silicon-power-xd85-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp500gbp44xd8505,,"
Silicon Power
",SP500GBP44XD8505,"
500 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Silicon Power XD85,/static/forever/img/no-image.png,https://pcpartpicker.com/product/QRmNnQ/silicon-power-xd85-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp02kgbp44xd8505,,"
Silicon Power
",SP02KGBP44XD8505,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Samsung 980 Pro,//cdna.pcpartpicker.com/static/forever/images/product/3b2a91588d1a28bfa1b0184fb7f1c0a1.256p.jpg,https://pcpartpicker.com/product/f3cRsY/samsung-980-pro-2-tb-m2-2280-nvme-solid-state-drive-mz-v8p2t0bam,$169.99 ,"
Samsung
","MZ-V8P2T0B/AM, MZ-V8P2T0BW","
2 TB
","
$0.085
","
SSD
","
2048 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Western Digital Black SN850X,//cdna.pcpartpicker.com/static/forever/images/product/8e6dbae8a0f3c6572216c8758ce5a0b5.256p.jpg,https://pcpartpicker.com/product/crKKHx/western-digital-black-sn850x-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds200t2x0e,$149.99 ,"
Western Digital
","WDS200T2X0E, WDBB9G0020BNC-WRSN","
2 TB
","
$0.075
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Western Digital Black SN850X,//cdna.pcpartpicker.com/static/forever/images/product/8e6dbae8a0f3c6572216c8758ce5a0b5.256p.jpg,https://pcpartpicker.com/product/DyhFf7/western-digital-black-sn850x-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds100t2x0e,$91.92 ,"
Western Digital
","WDS100T2X0E, WDBB9G0010BNC-WRSN","
1 TB
","
$0.092
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Samsung 870 Evo,https://m.media-amazon.com/images/I/31ITAX-GoIL.jpg,https://pcpartpicker.com/product/7nsnTW/samsung-870-evo-1-tb-25-solid-state-drive-mz-77e1t0bam,$103.95 ,"
Samsung
","MZ-77E1T0B/AM, MZ-77E1T0B/EU, MZ-77E1T0BW","
1 TB
","
$0.104
","
SSD
","
1024 MB
","
2.5",,,,
TEAMGROUP MP33,//cdna.pcpartpicker.com/static/forever/images/product/567dfd409067c0a10aa67fc3c720c46d.256p.jpg,https://pcpartpicker.com/product/Brvqqs/team-mp33-512-gb-m2-2280-nvme-solid-state-drive-tm8fp6512g0c101,$36.99 ,"
TEAMGROUP
",TM8FP6512G0C101,"
512 GB
","
$0.072
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Samsung 970 Evo Plus,//cdna.pcpartpicker.com/static/forever/images/product/25a1bf52562913032cce0b7a71b9e323.256p.jpg,https://pcpartpicker.com/product/TwWfrH/samsung-970-evo-plus-500-gb-m2-2280-nvme-solid-state-drive-mz-v7s500bam,$70.59 ,"
Samsung
","MZ-V7S500B/AM, MZ-V7S500BW","
500 GB
","
$0.141
","
SSD
","
512 MB
","
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Crucial P3,//cdna.pcpartpicker.com/static/forever/images/product/8c5042086b6c6ab10aca89e29fa85f08.256p.jpg,https://pcpartpicker.com/product/sw4Ycf/crucial-p3-1-tb-m2-2280-nvme-solid-state-drive-ct1000p3ssd8,$68.94 ,"
Crucial
",CT1000P3SSD8,"
1 TB
","
$0.069
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Seagate IronWolf Pro,//cdna.pcpartpicker.com/static/forever/images/product/b97c49c50fbd9d6d04b0a27444549027.256p.jpg,https://pcpartpicker.com/product/T7BzK8/seagate-ironwolf-pro-24-tb-35-7200-rpm-internal-hard-drive-st24000nt002,$479.99 ,"
Seagate
",ST24000NT002,"
24 TB
","
$0.020
","
7200 RPM
","
512 MB
","
3.5",,,,
Samsung 990 Pro,https://m.media-amazon.com/images/I/41IWzc1mUwL.jpg,https://pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,$110.08 ,"
Samsung
","MZ-V9P1T0BW, MZ-V9P1T0B/AM","
1 TB
","
$0.110
","
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Seagate BarraCuda,//cdna.pcpartpicker.com/static/forever/images/product/f2b81ef4f53b4566edfd5a5c7c60977d.256p.jpg,https://pcpartpicker.com/product/jD3H99/seagate-barracuda-4tb-35-5400rpm-internal-hard-drive-st4000dm004,$88.89 ,"
Seagate
",ST4000DM004,"
4 TB
","
$0.022
","
5400 RPM
","
256 MB
","
3.5",,,,
Samsung 970 Evo Plus,//cdna.pcpartpicker.com/static/forever/images/product/13eff9fb98909107806f62c493d3775f.256p.jpg,https://pcpartpicker.com/product/Fv8j4D/samsung-970-evo-plus-2-tb-m2-2280-nvme-solid-state-drive-mz-v7s2t0bam,$149.99 ,"
Samsung
","MZ-V7S2T0B/AM, MZ-V7S2T0BW","
2 TB
","
$0.075
","
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Intel 750,//cdna.pcpartpicker.com/static/forever/images/product/881bf7624b22b2724a28c53ef21bfaa0.256p.jpg,https://pcpartpicker.com/product/x9Wrxr/intel-internal-hard-drive-ssdpedmw012t401,"$2,488.87 ","
Intel
",SSDPEDMW012T401,"
1.2 TB
","
$2.074
","
SSD
",N/A,"
PCIe
","
PCIe x4
",No,,
Western Digital Caviar Blue,//cdna.pcpartpicker.com/static/forever/images/product/daf819b70eccf7fec275bd65e3fe2b6a.256p.jpg,https://pcpartpicker.com/product/MwW9TW/western-digital-internal-hard-drive-wd10ezex,$39.19 ,"
Western Digital
",WD10EZEX,"
1 TB
","
$0.039
","
7200 RPM
","
64 MB
","
3.5",,,,
Crucial P3 Plus,https://m.media-amazon.com/images/I/31nXTKlKQYL.jpg,https://pcpartpicker.com/product/PPpzK8/crucial-p3-plus-4-tb-m2-2280-nvme-solid-state-drive-ct4000p3pssd8,$248.60 ,"
Crucial
",CT4000P3PSSD8,"
4 TB
","
$0.062
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Silicon Power A60,//cdna.pcpartpicker.com/static/forever/images/product/229130faab065e7908c58fd694f78e1a.256p.jpg,https://pcpartpicker.com/product/7tCFf7/silicon-power-a60-1-tb-m2-2280-nvme-solid-state-drive-sp001tbp34a60m28,$61.99 ,"
Silicon Power
",SP001TBP34A60M28,"
1 TB
","
$0.062
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
TEAMGROUP MP33,//cdna.pcpartpicker.com/static/forever/images/product/567dfd409067c0a10aa67fc3c720c46d.256p.jpg,https://pcpartpicker.com/product/64MTwP/team-mp33-1-tb-m2-2280-nvme-solid-state-drive-tm8fp6001t0c101,$61.99 ,"
TEAMGROUP
",TM8FP6001T0C101,"
1 TB
","
$0.062
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Western Digital Blue SN580,//cdna.pcpartpicker.com/static/forever/images/product/e919a2d3600ffaf5d00b64b5d80c2c3b.256p.jpg,https://pcpartpicker.com/product/266NnQ/western-digital-blue-sn580-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-wds200t3b0e,$114.90 ,"
Western Digital
",WDS200T3B0E,"
2 TB
","
$0.057
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
TEAMGROUP MP44L,//cdna.pcpartpicker.com/static/forever/images/product/b7e87809a48525a1340938718110fecc.256p.jpg,https://pcpartpicker.com/product/2x4Ycf/teamgroup-mp44l-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpk001t0c101,$64.98 ,"
TEAMGROUP
",TM8FPK001T0C101,"
1 TB
","
$0.065
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Acer Predator GM7000,https://m.media-amazon.com/images/I/31kj9fPX6qL.jpg,https://pcpartpicker.com/product/Mjstt6/acer-predator-gm7000-2-tb-m2-2280-nvme-solid-state-drive-bl9bwwr106,$134.99 ,"
Acer
",BL.9BWWR.106,"
2 TB
","
$0.067
","
SSD
","
2048 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
TEAMGROUP MP33,//cdna.pcpartpicker.com/static/forever/images/product/b76335209ac689ef3ed00fdde8358acb.256p.jpg,https://pcpartpicker.com/product/C3xbt6/team-mp33-2-tb-m2-2280-nvme-solid-state-drive-tm8fp6002t0c101,$105.99 ,"
TEAMGROUP
",TM8FP6002T0C101,"
2 TB
","
$0.053
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Crucial P3,//cdna.pcpartpicker.com/static/forever/images/product/5b0cd518feacc76794f17f75745b2907.256p.jpg,https://pcpartpicker.com/product/XKt9TW/crucial-p3-500-gb-m2-2280-nvme-solid-state-drive-ct500p3ssd8,$52.60 ,"
Crucial
",CT500P3SSD8,"
500 GB
","
$0.105
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Crucial P3,//cdna.pcpartpicker.com/static/forever/images/product/5b0cd518feacc76794f17f75745b2907.256p.jpg,https://pcpartpicker.com/product/dBBG3C/crucial-p3-2-tb-m2-2280-nvme-solid-state-drive-ct2000p3ssd8,$127.48 ,"
Crucial
",CT2000P3SSD8,"
2 TB
","
$0.064
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Crucial T705,//cdna.pcpartpicker.com/static/forever/images/product/26411ed56b8f23776f841818083ed115.256p.jpg,https://pcpartpicker.com/product/67FmP6/crucial-t705-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct4000t705ssd3,$539.57 ,"
Crucial
",CT4000T705SSD3,"
4 TB
","
$0.135
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No,,
Samsung 870 Evo,//cdna.pcpartpicker.com/static/forever/images/product/2c576ecaedba7428ac231ac4f1e12a4d.256p.jpg,https://pcpartpicker.com/product/mRpmP6/samsung-870-evo-500-gb-25-solid-state-drive-mz-77e500bam,$74.83 ,"
Samsung
","MZ-77E500B/AM, MZ-77E500B/EU, MZ-77E500BW","
500 GB
","
$0.150
","
SSD
","
512 MB
","
2.5",,,,
Kingston A400,//cdna.pcpartpicker.com/static/forever/images/product/97e2bd828644767c8a80b71f8cb14743.256p.jpg,https://pcpartpicker.com/product/btDzK8/kingston-a400-240gb-25-solid-state-drive-sa400s37240g,$27.99 ,"
Kingston
",SA400S37/240G,"
240 GB
","
$0.117
","
SSD
",N/A,"
2.5",,,,
MSI SPATIUM M482,//cdna.pcpartpicker.com/static/forever/images/product/a1e6e587283595392f120360f3d870d1.256p.jpg,https://pcpartpicker.com/product/T6bRsY/msi-spatium-m482-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-spatium-m482-pcie-40-nvme-m2-2tb,$144.99 ,"
MSI
","SPATIUM-M482-PCIe-4.0-NVMe-M.2-2TB, SM482N2TB, S78-440Q730-P83","
2 TB
","
$0.072
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Samsung 870 Evo,//cdna.pcpartpicker.com/static/forever/images/product/2c576ecaedba7428ac231ac4f1e12a4d.256p.jpg,https://pcpartpicker.com/product/RBD7YJ/samsung-870-evo-4-tb-25-solid-state-drive-mz-77e4t0bam,$359.49 ,"
Samsung
","MZ-77E4T0B/AM, MZ-77E4T0B/EU, MZ-77E4T0BW","
4 TB
","
$0.090
","
SSD
","
4096 MB
","
2.5",,,,
Crucial T500,//cdna.pcpartpicker.com/static/forever/images/product/3fd5aee2fd8854d15ef3c81dcd9599f5.256p.jpg,https://pcpartpicker.com/product/GfRwrH/crucial-t500-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct1000t500ssd8,$74.99 ,"
Crucial
",CT1000T500SSD8,"
1 TB
","
$0.075
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Lexar NM710,//cdna.pcpartpicker.com/static/forever/images/product/8c8fa679a8a4d517926eb7d1f7495982.256p.jpg,https://pcpartpicker.com/product/V3yH99/lexar-nm710-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm710x001t-rnnng,,"
Lexar
","LNM710X001T-RNNNG, LNM710X001T-RNNNU","
1 TB
","
$0.070
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Lexar NM790,//cdna.pcpartpicker.com/static/forever/images/product/496a72c7b0963d48aff4970b5407c89f.256p.jpg,https://pcpartpicker.com/product/TspQzy/lexar-nm790-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm790x002t-rnnng,$153.00 ,"
Lexar
",LNM790X002T-RNNNG,"
2 TB
","
$0.076
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
MSI SPATIUM M371,//cdna.pcpartpicker.com/static/forever/images/product/d107382d93f8644cb089dc6bc87107e5.256p.jpg,https://pcpartpicker.com/product/JtxRsY/msi-spatium-m371-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-spatium-m371-1tb,$64.99 ,"
MSI
","SPATIUM-M371-1TB, SM371N1TB","
1 TB
","
$0.065
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Western Digital Blue,//cdna.pcpartpicker.com/static/forever/images/product/0b9bfd76b0d511a6eff3730d12d5f95c.256p.jpg,https://pcpartpicker.com/product/gHNxFT/western-digital-wd-blue-2-tb-35-7200rpm-internal-hard-drive-wd20ezbx,$64.98 ,"
Western Digital
",WD20EZBX,"
2 TB
","
$0.032
","
7200 RPM
","
256 MB
","
3.5",,,,
Patriot P300,//cdna.pcpartpicker.com/static/forever/images/product/54ee0cd09005260c118e6ae0062f7f1c.256p.jpg,https://pcpartpicker.com/product/rWxbt6/patriot-p300-256-gb-m2-2280-nvme-solid-state-drive-p300p256gm28,$21.99 ,"
Patriot
",P300P256GM28,"
256 GB
","
$0.086
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Samsung 990 EVO,//cdna.pcpartpicker.com/static/forever/images/product/23a44aca951ebb3941da82243d5e9e20.256p.jpg,https://pcpartpicker.com/product/kFrqqs/samsung-990-evo-2-tb-m2-2280-pcie-50-x2-nvme-solid-state-drive-mz-v9e2t0bam,$149.99 ,"
Samsung
","MZ-V9E2T0B/AM, MZ-V9E2T0B","
2 TB
","
$0.075
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X2
",No,,
Crucial MX500,//cdna.pcpartpicker.com/static/forever/images/product/2983fbcd487b315b31855399829b532c.256p.jpg,https://pcpartpicker.com/product/h3tQzy/crucial-mx500-1tb-25-solid-state-drive-ct1000mx500ssd1,$87.49 ,"
Crucial
",CT1000MX500SSD1,"
1 TB
","
$0.087
","
SSD
","
1024 MB
","
2.5",,,,
Crucial P3 Plus,//cdna.pcpartpicker.com/static/forever/images/product/2830bf3ba317c794ccde742efe4304be.256p.jpg,https://pcpartpicker.com/product/vPpzK8/crucial-p3-plus-500-gb-m2-2280-nvme-solid-state-drive-ct500p3pssd8,$54.79 ,"
Crucial
",CT500P3PSSD8,"
500 GB
","
$0.110
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
MSI SPATIUM M570 HS,//cdna.pcpartpicker.com/static/forever/images/product/ddcb212f422daa8a51cd0a4e243d0144.256p.jpg,https://pcpartpicker.com/product/srMMnQ/msi-spatium-m570-hs-2-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-sm570n2tbh,$199.99 ,"
MSI
","SM570N2TBH, SPATIUM M570 PCIe 5.0 NVMe M.2 2TB HS, S78-440Q560-P83","
2 TB
","
$0.100
","
SSD
","
4096 MB
","
M.2-2280
","
M.2 PCIe 5.0 X4
",No,,
Western Digital Blue SN570,//cdna.pcpartpicker.com/static/forever/images/product/da6c2cb6e4d17032dbb3da790499b57f.256p.jpg,https://pcpartpicker.com/product/3dvdnQ/western-digital-blue-sn570-1-tb-m2-2280-nvme-solid-state-drive-wds100t3b0c,$69.99 ,"
Western Digital
",WDS100T3B0C,"
1 TB
","
$0.070
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Lexar NM790,//cdna.pcpartpicker.com/static/forever/images/product/3fbe36d4153d010e46505b197701865a.256p.jpg,https://pcpartpicker.com/product/B8QKHx/lexar-nm790-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm790x001t-rnnng,$91.38 ,"
Lexar
",LNM790X001T-RNNNG,"
1 TB
","
$0.091
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Seagate BarraCuda,https://m.media-amazon.com/images/I/51jzvyPoV6L.jpg,https://pcpartpicker.com/product/dCxfrH/seagate-internal-hard-drive-st1000dm003,$27.99 ,"
Seagate
",ST1000DM003,"
1 TB
","
$0.028
","
7200 RPM
","
64 MB
","
3.5",,,,
Kingston NV2,//cdna.pcpartpicker.com/static/forever/images/product/1ab970d9da01e708936041815f8f0505.256p.jpg,https://pcpartpicker.com/product/KQXJ7P/kingston-nv2-250-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-snv2s250g,$31.99 ,"
Kingston
",SNV2S/250G,"
250 GB
","
$0.128
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Samsung 980 Pro w/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/117a93ff22c8f38b2bfb8ff00b0b4d78.256p.jpg,https://pcpartpicker.com/product/4PYmP6/samsung-980-pro-heatsink-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0cw,$119.99 ,"
Samsung
",MZ-V8P1T0CW,"
1 TB
","
$0.120
","
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Corsair MP600 PRO XT,//cdna.pcpartpicker.com/static/forever/images/product/a17235b67145b077f7c7db6f1eb7348b.256p.jpg,https://pcpartpicker.com/product/8zmmP6/corsair-mp600-pro-xt-8-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f8000gbmp600pxt,$969.99 ,"
Corsair
",CSSD-F8000GBMP600PXT,"
8 TB
","
$0.121
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
TEAMGROUP T-Force Vulcan Z,//cdna.pcpartpicker.com/static/forever/images/product/a2ad2ba663ba4c1e25903dddd6dbbee7.256p.jpg,https://pcpartpicker.com/product/Qg92FT/teamgroup-t-force-vulcan-z-512-gb-25-solid-state-drive-t253tz512g0c101,$30.99 ,"
TEAMGROUP
",T253TZ512G0C101,"
512 GB
","
$0.061
","
SSD
",N/A,"
2.5",,,,
Crucial MX500,//cdna.pcpartpicker.com/static/forever/images/product/24739d2c05e810fd8c8d6883e6ed10fe.256p.jpg,https://pcpartpicker.com/product/nF8j4D/crucial-mx500-2tb-25-solid-state-drive-ct2000mx500ssd1,$159.99 ,"
Crucial
",CT2000MX500SSD1,"
2 TB
","
$0.080
","
SSD
","
2048 MB
","
2.5",,,,
Samsung 980,//cdna.pcpartpicker.com/static/forever/images/product/ca0b46376f072d2483c385bad50c6310.256p.jpg,https://pcpartpicker.com/product/m6rRsY/samsung-980-500-gb-m2-2280-nvme-solid-state-drive-mz-v8v500bam,$79.99 ,"
Samsung
","MZ-V8V500B/AM, MZ-V8V500BW","
500 GB
","
$0.160
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Leven JPS600,https://m.media-amazon.com/images/I/41pQY8HA7VL.jpg,https://pcpartpicker.com/product/Dpgrxr/leven-jps600-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-jps600-2tb,$101.99 ,"
Leven
",JPS600-2TB,"
2 TB
","
$0.051
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Crucial P3,https://m.media-amazon.com/images/I/318lV0rfJoL.jpg,https://pcpartpicker.com/product/JhzhP6/crucial-p3-4-tb-m2-2280-nvme-solid-state-drive-ct4000p3ssd8,$240.99 ,"
Crucial
",CT4000P3SSD8,"
4 TB
","
$0.060
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Lexar NM790,https://m.media-amazon.com/images/I/410m8y+8sIL.jpg,https://pcpartpicker.com/product/cDJp99/lexar-nm790-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnm790x004t-rnnng,$249.99 ,"
Lexar
","LNM790X004T-RNNNG, LNM790X004T-RNNNU","
4 TB
","
$0.062
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Silicon Power UD90,//cdna.pcpartpicker.com/static/forever/images/product/b897eb9b6b500cbebe80985cb7c8ba7e.256p.jpg,https://pcpartpicker.com/product/4kpzK8/silicon-power-ud90-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp01kgbp44ud9005,$71.98 ,"
Silicon Power
","SP01KGBP44UD9005, SU01KGBP44UD9005SN","
1 TB
","
$0.072
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Silicon Power UD90,https://m.media-amazon.com/images/I/31Jz10dwCWL.jpg,https://pcpartpicker.com/product/2BvD4D/silicon-power-ud90-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp04kgbp44ud9005,$219.99 ,"
Silicon Power
","SP04KGBP44UD9005, SU04KGBP44UD9005BH, SU04KGBP44UD9005SN","
4 TB
","
$0.055
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Crucial T705 W/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/fd667dea54784b7840a47ef082c915dd.256p.jpg,https://pcpartpicker.com/product/BN4Zxr/crucial-t705-wheatsink-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct4000t705ssd5,$542.20 ,"
Crucial
",CT4000T705SSD5,"
4 TB
","
$0.136
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No,,
