Name,Image URL,Product URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number
Corsair Vengeance LPX 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/4b735df9dbb1bb13ac3d6ff23a3d5f48.256p.jpg,https://pcpartpicker.com/product/nrc48d/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3000-memory-cmk16gx4m2d3000c16w,$44.99 ,"
Corsair
",CMK16GX4M2D3000C16W,"
DDR4-3000
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.812
","
White
","
10.667 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/777ad8e51e2b67d85c64af7acaf7458a.256p.jpg,https://pcpartpicker.com/product/qXkH99/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-tz5rk,$207.99 ,"
G.Skill
",F5-6000J3636F32GX2-TZ5RK,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.250
","
Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-96
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial Pro 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/c9b0e9a3ff8204f623c3afc276155976.256p.jpg,https://pcpartpicker.com/product/JP7scf/crucial-pro-48-gb-2-x-24-gb-ddr5-6000-cl48-memory-cp2k24g60c48u5,$154.99 ,"
Crucial
",CP2K24G60C48U5,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$3.229
","
Black
","
16 ns
","
48
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Beast RGB 16 GB,https://m.media-amazon.com/images/I/41ulXuXw-nL.jpg,https://pcpartpicker.com/product/cbxRsY/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-kf436c17bbak216,$55.00 ,"
Kingston
",KF436C17BBAK2/16,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.438
","
Black
","
9.444 ns
","
17
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Dominator Platinum RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/a44770372e0cfd4867671bae0b9831e2.256p.jpg,https://pcpartpicker.com/product/wB8bt6/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-cmt32gx5m2x7600c36,$214.99 ,"
Corsair
",CMT32GX5M2X7600C36,"
DDR5-7600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$6.718
","
Black
","
9.474 ns
","
36
","
1.45 V
","
36-46-46-102
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/d2e3f9b94f541ad51a19011026245df2.256p.jpg,https://pcpartpicker.com/product/x8QKHx/teamgroup-t-force-delta-rgb-48-gb-2-x-24-gb-ddr5-8200-cl38-memory-ff3d548g8200hc38edc01,$257.82 ,"
TEAMGROUP
",FF3D548G8200HC38EDC01,"
DDR5-8200
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$5.371
","
Black
","
9.268 ns
","
38
","
1.45 V
","
38-49-49-84
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Signature Line 8 GB,https://m.media-amazon.com/images/I/31oa0LUBh4L.jpg,https://pcpartpicker.com/product/7vcRsY/patriot-signature-line-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-psd48g320081,$17.98 ,"
Patriot
",PSD48G320081,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.248
",N/A,"
13.75 ns
","
22
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",11
G.Skill Flare X5 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/5bfb04d855b1e501d71ef7516d5c39f7.256p.jpg,https://pcpartpicker.com/product/HMjBD3/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-5600-cl30-memory-f5-5600j3036d16gx2-fx5,$104.99 ,"
G.Skill
",F5-5600J3036D16GX2-FX5,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.281
","
Black
","
10.714 ns
","
30
","
1.25 V
","
30-36-36-89
","
Non-ECC / Unbuffered
","
No
",13
TEAMGROUP T-Force Vulcan Z 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/e832667f877ff38f99ed6b82ce8e4d76.256p.jpg,https://pcpartpicker.com/product/33pzK8/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-tlzrd416g3600hc18jdc01,$37.99 ,"
TEAMGROUP
",TLZRD416G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.374
","
Red
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Aegis 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/bf642d2af83428f1f3bf198fc2f04f77.256p.jpg,https://pcpartpicker.com/product/XCDJ7P/gskill-aegis-32gb-2-x-16gb-ddr4-3000-memory-f4-3000c16d-32gisb,$61.99 ,"
G.Skill
",F4-3000C16D-32GISB,"
DDR4-3000
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$1.937
","
Red / Black
","
10.667 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
No
",13
TEAMGROUP T-Force Vulcan 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/d57d980d7a6385dc81968833906a1fa3.256p.jpg,https://pcpartpicker.com/product/gLHqqs/teamgroup-t-force-vulcan-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-flbd516g5200hc40cdc01,$64.57 ,"
TEAMGROUP
",FLBD516G5200HC40CDC01,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$4.036
","
Black
","
15.385 ns
","
40
","
1.25 V
","
40-40-40-76
","
Non-ECC / Unbuffered
","
Yes
",13
KingBank SharpBlade 32 GB,https://m.media-amazon.com/images/I/416El6fmJiL.jpg,https://pcpartpicker.com/product/NMNYcf/kingbank-sharpblade-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-brsbddr516g6800x2,,"
KingBank
",BRSBDDR516G6800X2,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.093
","
Black
","
10 ns
","
34
","
1.4 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance RGB Pro SL 16 GB,https://m.media-amazon.com/images/I/41CrIFADnAL.jpg,https://pcpartpicker.com/product/GfMTwP/corsair-vengeance-rgb-pro-sl-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-cmh16gx4m2e3200c16w,$54.99 ,"
Corsair
",CMH16GX4M2E3200C16W,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.437
","
White / Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Create Expert 48 GB,https://m.media-amazon.com/images/I/41koeAqxxJL.jpg,https://pcpartpicker.com/product/qqHqqs/teamgroup-t-create-expert-48-gb-2-x-24-gb-ddr5-7200-cl34-memory-ctced548g7200hc34adc01,$189.99 ,"
TEAMGROUP
",CTCED548G7200HC34ADC01,"
DDR5-7200
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$3.958
","
Black
","
9.444 ns
","
34
","
1.4 V
","
34-42-42-84
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/656b218c4f751e9d239c3627befb3b7d.256p.jpg,https://pcpartpicker.com/product/t4fnTW/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-kf552c40bbak2-16,$79.98 ,"
Kingston
",KF552C40BBAK2-16,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$4.999
","
Black
","
15.385 ns
","
40
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper Steel 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/9fc15d8f5fcee3f8b1d4ef215aae826f.256p.jpg,https://pcpartpicker.com/product/Mnwkcf/patriot-viper-steel-8-gb-2-x-4-gb-ddr4-3200-cl16-memory-pvs48g320c6k,$26.99 ,"
Patriot
",PVS48G320C6K,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 4GB
","
$3.374
","
Silver / Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 32 GB,https://m.media-amazon.com/images/I/41bu22Yu9CL.jpg,https://pcpartpicker.com/product/7nprxr/corsair-vengeance-lpx-32gb-4-x-8gb-ddr4-3200-memory-cmk32gx4m4z3200c16,$89.99 ,"
Corsair
",CMK32GX4M4Z3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
4 x 8GB
","
$2.812
","
Black / Yellow
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws 4 8 GB,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Jj4NnQ/gskill-memory-8gbddr42400gskill,,"
G.Skill
",8GB DDR4 2400 GSKILL,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 8GB
",N/A,"
Black / Green
","
12.5 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",11
Silicon Power XPOWER Zenith Gaming 64 GB,https://m.media-amazon.com/images/I/41hGjQJ0DCL.jpg,https://pcpartpicker.com/product/dnCZxr/silicon-power-xpower-zenith-gaming-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-sp064gxlwu60afdg,$199.99 ,"
Silicon Power
",SP064GXLWU60AFDG,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.125
","
White
","
10 ns
","
30
","
1.35 V
","
30-38-38-96
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Create Expert 96 GB,https://m.media-amazon.com/images/I/31asQLA0njL.jpg,https://pcpartpicker.com/product/7PJp99/teamgroup-t-create-expert-96-gb-2-x-48-gb-ddr5-6800-cl36-memory-ctcwd596g6800hc36ddc01,$355.99 ,"
TEAMGROUP
",CTCWD596G6800HC36DDC01,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$3.708
","
White
","
10.588 ns
","
36
","
1.4 V
","
36-46-46-84
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/9597c74b5d0eaefe086ecd07194a1978.256p.jpg,https://pcpartpicker.com/product/6rrcCJ/corsair-memory-cmk32gx4m2b3200c16,$102.46 ,"
Corsair
",CMK32GX4M2B3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$3.202
","
Black / Yellow
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/cfd1630d3e8dde081fc44ff34101b8d0.256p.jpg,https://pcpartpicker.com/product/fkBG3C/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tf4d432g3200hc16fdc01,$69.98 ,"
TEAMGROUP
",TF4D432G3200HC16FDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.187
","
White
","
10 ns
","
16
","
1.35 V
","
16-20-20-40
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z Royal 128 GB,//cdna.pcpartpicker.com/static/forever/images/product/3f022d1fab33c9449528fcde94d7df8e.256p.jpg,https://pcpartpicker.com/product/RHCFf7/gskill-trident-z-royal-128-gb-4-x-32-gb-ddr4-4000-cl18-memory-f4-4000c18q-128gtrs,$829.00 ,"
G.Skill
",F4-4000C18Q-128GTRS,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
4 x 32GB
","
$6.477
","
Silver
","
9 ns
","
18
","
1.4 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial Ballistix 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/aa34b3c28154431c4b8ebd2f90a647e4.256p.jpg,https://pcpartpicker.com/product/2TFKHx/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3600-memory-bl2k8g36c16u4b,,"
Crucial
",BL2K8G36C16U4B,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
8.889 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Beast 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/4108ce94c499008912266b2f019d061b.256p.jpg,https://pcpartpicker.com/product/HPYmP6/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-4800-cl38-memory-kf548c38bbk2-32,$105.99 ,"
Kingston
",KF548C38BBK2-32,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.312
","
Black / Silver
","
15.833 ns
","
38
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Mushkin Enhanced Redline Stiletto 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/59f8da408249540a279f4ee8554a5f48.256p.jpg,https://pcpartpicker.com/product/xvH7YJ/mushkin-enhanced-redline-stiletto-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-mrf4u360jnnm8gx2,$42.99 ,"
Mushkin
",MRF4U360JNNM8GX2,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.687
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/f71063f42d2a35a6ea1c19cd4d0422cf.256p.jpg,https://pcpartpicker.com/product/mMqPxr/corsair-vengeance-rgb-64-gb-4-x-16-gb-ddr5-5600-cl36-memory-cmh64gx5m4b5600c36,$249.99 ,"
Corsair
",CMH64GX5M4B5600C36,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
4 x 16GB
","
$3.906
","
Black
","
12.857 ns
","
36
","
1.25 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Silicon Power XPOWER Zenith RGB Gaming 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/770758064aa7f08eb0344e82b52a8508.256p.jpg,https://pcpartpicker.com/product/yxjRsY/silicon-power-xpower-zenith-rgb-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-su032gxlwu60afdfsk,$98.99 ,"
Silicon Power
",SU032GXLWU60AFDFSK,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.093
","
Black
","
10 ns
","
30
","
1.35 V
","
30-38-38-96
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Beast 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/76fe94a04b2e6ea4e02b506e537d02b5.256p.jpg,https://pcpartpicker.com/product/pCxRsY/kingston-fury-beast-32-gb-1-x-32-gb-ddr5-5600-cl40-memory-kf556c40bb-32,$113.88 ,"
Kingston
",KF556C40BB-32,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
1 x 32GB
","
$3.559
","
Black
","
14.286 ns
","
40
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Silicon Power XPOWER Zenith Gaming 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/64d0fa1b539a219f686a80972f413477.256p.jpg,https://pcpartpicker.com/product/cMgrxr/silicon-power-xpower-zenith-gaming-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-su064gxlwu60afdesk,$184.99 ,"
Silicon Power
",SU064GXLWU60AFDESK,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.890
","
Black
","
10 ns
","
30
","
1.35 V
","
30-38-38-96
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston Fury Renegade RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/949f79685c55aa6bd301df601a696ba6.256p.jpg,https://pcpartpicker.com/product/DTLFf7/kingston-fury-renegade-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kf564c32rsak2-32,$145.99 ,"
Kingston
",KF564C32RSAK2-32,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.562
","
Silver / Black
","
10 ns
","
32
","
1.4 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper Venom 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/82182136c557a8b9975e956b58a558fa.256p.jpg,https://pcpartpicker.com/product/9Mt9TW/patriot-viper-venom-16-gb-2-x-8-gb-ddr5-5600-cl40-memory-pvv516g560c40k,$62.99 ,"
Patriot
",PVV516G560C40K,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$3.937
","
Black / White
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-76
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 64 GB,https://m.media-amazon.com/images/I/41aVm2opnhL.jpg,https://pcpartpicker.com/product/NWqPxr/team-t-force-delta-rgb-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-tf4d464g3600hc18jdc01,$134.99 ,"
TEAMGROUP
",TF4D464G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.109
","
White
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Xtreem ARGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e7e5bfd5a94513a55151d1454e97bc55.256p.jpg,https://pcpartpicker.com/product/ZQPQzy/team-t-force-xtreem-argb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf13d432g3600hc18jdc01,$79.98 ,"
TEAMGROUP
",TF13D432G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.499
","
White
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Netac Shadow II 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/bab9326ec0a1749a679c730135f36bb1.256p.jpg,https://pcpartpicker.com/product/ttHqqs/netac-shadow-ii-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ntswd4p32dp-32k,,"
Netac
",NTSWD4P32DP-32K,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
",N/A,"
Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-40
","
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/4afa94216755c30ad4473c556426a19d.256p.jpg,https://pcpartpicker.com/product/yQXJ7P/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmk32gx5m2b5200z40,$109.99 ,"
Corsair
",CMK32GX5M2B5200Z40,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.437
","
Gray
","
15.385 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/5cdd0dfcd25374317a12808fa7f63c19.256p.jpg,https://pcpartpicker.com/product/2MCZxr/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6600-cl38-memory-cmh32gx5m2b6600c38,$129.99 ,"
Corsair
",CMH32GX5M2B6600C38,"
DDR5-6600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.062
","
Black
","
11.515 ns
","
38
","
1.4 V
","
38-48-48-106
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws S5 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/5306d503527578082aea8040fc942443.256p.jpg,https://pcpartpicker.com/product/BJcG3C/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6000-cl32-memory-f5-6000j3238g32gx2-rs5k,$199.99 ,"
G.Skill
",F5-6000J3238G32GX2-RS5K,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.125
","
Black
","
10.667 ns
","
32
","
1.4 V
","
32-38-38-96
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws Z 32 GB,https://m.media-amazon.com/images/I/41LSenToalL.jpg,https://pcpartpicker.com/product/kcXfrH/gskill-memory-f312800cl10q32gbzl,$75.05 ,"
G.Skill
",F3-12800CL10Q-32GBZL,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
4 x 8GB
","
$2.345
","
Black / Red
","
12.5 ns
","
10
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance RGB Pro 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/58ab1663c77627cbf3effd27df57aa92.256p.jpg,https://pcpartpicker.com/product/FgqhP6/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3600-memory-cmw16gx4m2c3600c18w,$64.98 ,"
Corsair
",CMW16GX4M2C3600C18W,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$4.061
","
White
","
10 ns
","
18
","
1.35 V
","
18-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston ValueRAM 64 GB,https://images-na.ssl-images-amazon.com/images/I/41Ox4mL0EgL.jpg,https://pcpartpicker.com/product/3H2rxr/kingston-memory-kvr21r15d4k464i,,"
Kingston
",KVR21R15D4K4/64I,"
DDR4-2133
","
288-pin DIMM (DDR4)
","
4 x 16GB
",N/A,"
Black / Green
","
14.065 ns
","
15
","
1.2 V
",N/A,"
ECC / Registered
","
No
",11
PNY XLR8 Gaming MAKO 16 GB,https://m.media-amazon.com/images/I/31iMQ3BjT9L.jpg,https://pcpartpicker.com/product/gyC48d/pny-xlr8-gaming-mako-16-gb-1-x-16-gb-ddr5-6000-cl36-memory-md16gsd5600036mxr,,"
PNY
",MD16GSD5600036MXR,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
1 x 16GB
",N/A,"
Black / Silver
","
12 ns
","
36
","
1.3 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Mushkin Redline Lumina 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/c0b3b59c137656c0a0d4ef398e959bdb.256p.jpg,https://pcpartpicker.com/product/pkKscf/mushkin-redline-lumina-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-mla5c640bggp32gx2,$194.99 ,"
Mushkin
",MLA5C640BGGP32GX2,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.047
","
Black
","
10 ns
","
32
","
1.35 V
","
32-39-39-102
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/50f0d2e91a4ae43d5fea7bd594ef68a2.256p.jpg,https://pcpartpicker.com/product/WT92FT/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-5200-cl36-memory-f5-5200j3636c16gx2-tz5rk,$113.99 ,"
G.Skill
",F5-5200J3636C16GX2-TZ5RK,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.562
","
Black
","
13.846 ns
","
36
","
1.2 V
","
36-36-36-83
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/ca73e5f90a98f63bb5071cdf01d577f0.256p.jpg,https://pcpartpicker.com/product/jCL7YJ/gskill-memory-f42133c15d16gvr,$41.83 ,"
G.Skill
",F4-2133C15D-16GVR,"
DDR4-2133
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.614
","
Black / Red
","
14.065 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Dominator Platinum RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/6d074b167bf23b11c017c341b1472cdd.256p.jpg,https://pcpartpicker.com/product/PkNgXL/corsair-dominator-platinum-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-cmt16gx4m2c3600c18w,$89.99 ,"
Corsair
",CMT16GX4M2C3600C18W,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$5.624
","
White
","
10 ns
","
18
","
1.35 V
","
18-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
Thermaltake TOUGHRAM RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/26e970300d47b63991403006fe1540fa.256p.jpg,https://pcpartpicker.com/product/fcgQzy/thermaltake-toughram-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-r009d408gx2-3600c18b,$110.42 ,"
Thermaltake
",R009D408GX2-3600C18B,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$6.901
","
Black / Silver
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance RGB Pro SL 32 GB,https://m.media-amazon.com/images/I/41q39ZU8SaL.jpg,https://pcpartpicker.com/product/zMfFf7/corsair-vengeance-rgb-pro-sl-32-gb-4-x-8-gb-ddr4-3200-cl16-memory-cmh32gx4m4e3200c16w,$89.99 ,"
Corsair
",CMH32GX4M4E3200C16W,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
4 x 8GB
","
$2.812
","
White / Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/58ab1663c77627cbf3effd27df57aa92.256p.jpg,https://pcpartpicker.com/product/rrtQzy/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-2666-memory-cmw16gx4m2a2666c16w,$64.06 ,"
Corsair
",CMW16GX4M2A2666C16W,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$4.004
","
White
","
12.003 ns
","
16
","
1.2 V
","
16-18-18-35
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial CT2K16G52C42U5 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/4a72adc7687eede0680fe569297c1ca5.256p.jpg,https://pcpartpicker.com/product/bjcgXL/crucial-ct2k16g52c42u5-32-gb-2-x-16-gb-ddr5-5200-cl42-memory-ct2k16g52c42u5,$109.70 ,"
Crucial
",CT2K16G52C42U5,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.428
","
Black
","
16.154 ns
","
42
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
ADATA XPG LANCER RGB 32 GB,https://m.media-amazon.com/images/I/41BtWuOgRwL.jpg,https://pcpartpicker.com/product/C9zhP6/adata-xpg-lancer-rgb-32-gb-2-x-16-gb-ddr5-5200-cl38-memory-ax5u5200c3816g-dclarwh,,"
ADATA
",AX5U5200C3816G-DCLARWH,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 16GB
",N/A,"
White
","
14.615 ns
","
38
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
