Name,Image URL,Product URL,Price,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Dimensions,Volume,
Cooler Master MasterBox TD500 Mesh w/o Controller,//cdna.pcpartpicker.com/static/forever/images/product/e22f309f78be62c17234a2f46a08f2f5.256p.jpg,https://pcpartpicker.com/product/t2WBD3/cooler-master-masterbox-td500-mesh-wo-controller-atx-mid-tower-case-mcb-d500d-kgnn-s00,,Cooler Master,MCB-D500D-KGNN-S00,ATX Mid Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX, SSI CEB","410 mm / 16.142""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,,,
darkFlash DLM 21 Mesh,/static/forever/img/no-image.png,https://pcpartpicker.com/product/MNwkcf/darkflash-dlm-21-mesh-microatx-mini-tower-case-cp-case-dlm21-mesh-pk,,darkFlash,CP-CASE-DLM21-MESH-PK,MicroATX Mini Tower,Pink,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","330 mm / 12.992""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"368.3 mm x 208.28 mm x 419.1 mm, 14.5"" x 8.2"" x 16.5""","32.149 L, 1.135 ft³",
AQIRYS Bellatrix,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Z9Tp99/aqirys-bellatrix-microatx-mid-tower-case-aqrys_bellatrix,,AQIRYS,AQRYS_BELLATRIX,MicroATX Mid Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","280 mm / 11.024""","1 x Internal 2.5""",4 x Full-Height,,,
Corsair iCUE 5000D RGB AIRFLOW iCUE Lighting Node PRO,//cdna.pcpartpicker.com/static/forever/images/product/1d4c9e356164080998d1633e8b2bb20c.256p.jpg,https://pcpartpicker.com/product/hVWJ7P/corsair-icue-5000d-rgb-airflow-icue-lighting-node-pro-atx-mid-tower-case-cc-9900015-ww,,Corsair,CC-9900015-WW,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","420 mm / 16.535""","2 x Internal 3.5"", 4 x Internal 2.5""","7 x Full-Height, 2 x Full-Height via Riser","520 mm x 245 mm x 520 mm, 20.472"" x 9.646"" x 20.472""","66.248 L, 2.34 ft³",
Vetroo M03,https://m.media-amazon.com/images/I/31411o4SsBL.jpg,https://pcpartpicker.com/product/LZqrxr/vetroo-m03-microatx-mini-tower-case-45835470012735,,Vetroo,4.58355E+13,MicroATX Mini Tower,White,None,Tempered Glass,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","345 mm / 13.583""","2 x Internal 3.5"", 3 x Internal 2.5""",4 x Full-Height,"398.78 mm x 210.82 mm x 429.26 mm, 15.7"" x 8.3"" x 16.9""","36.088 L, 1.274 ft³",
Silverstone Lucid LD03,https://m.media-amazon.com/images/I/41kzunZDsUL.jpg,https://pcpartpicker.com/product/fQVG3C/silverstone-lucid-ld03-mini-itx-tower-case-sst-ld03b,$115.00 ,Silverstone,SST-LD03B,Mini ITX Tower,,None,Tinted Tempered Glass,No,USB 3.2 Gen 1 Type-A,"Mini ITX, Mini DTX","309 mm / 12.165""","1 x Internal 3.5"", 1 x Internal 2.5""",2 x Full-Height,"230 mm x 265 mm x 414 mm, 9.055"" x 10.433"" x 16.299""","25.233 L, 0.891 ft³",
RAIJINTEK Metis Plus,//cdna.pcpartpicker.com/static/forever/images/product/ea750ef809b820ddd87e433ba201307c.256p.jpg,https://pcpartpicker.com/product/zz98TW/raijintek-0r200058-mini-itx-tower-case-0r200058,$80.53 ,RAIJINTEK,0R200058,Mini ITX Tower,Blue,None,Acrylic,No,USB 3.2 Gen 1 Type-A,Mini ITX,"170 mm / 6.693""","2 x Internal 3.5"", 2 x Internal 2.5""",2 x Full-Height,"277 mm x 190 mm x 254 mm, 10.906"" x 7.48"" x 10""","13.368 L, 0.472 ft³",
SAMA AM07GG,/static/forever/img/no-image.png,https://pcpartpicker.com/product/rtCZxr/sama-am07gg-microatx-mid-tower-case-am07gg,,SAMA,AM07GG,MicroATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","350 mm / 13.78""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"423 mm x 215 mm x 425 mm, 16.654"" x 8.465"" x 16.732""","38.652 L, 1.365 ft³",
RAIJINTEK ASTERION CLASSIC,//cdna.pcpartpicker.com/static/forever/images/product/5f02f4eb15652cee8865bd0d237a6f3a.256p.jpg,https://pcpartpicker.com/product/mkRzK8/raijintek-asterion-classic-atx-full-tower-case-0r200047,,RAIJINTEK,0R200047,ATX Full Tower,Black,None,Tempered Glass,No,USB 3.2 Gen 1 Type-A,"ATX, EATX, Micro ATX, Mini ITX","340 mm / 13.386""","3 x Internal 3.5"", 3 x Internal 2.5""",8 x Full-Height,"464 mm x 230 mm x 525 mm, 18.268"" x 9.055"" x 20.669""","56.028 L, 1.979 ft³",
Cooler Master MasterBox MB320L ARGB,//cdna.pcpartpicker.com/static/forever/images/product/c41828b1d2e94677cb77075afb0370f9.256p.jpg,https://pcpartpicker.com/product/PkWBD3/cooler-master-masterbox-mb320l-argb-microatx-mini-tower-case-mcb-b320l-kgnn-s01,,Cooler Master,MCB-B320L-KGNN-S01,MicroATX Mini Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","344 mm / 13.543""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"435.5 mm x 217.5 mm x 410 mm, 17.146"" x 8.563"" x 16.142""","38.836 L, 1.371 ft³",
In Win Chopin,https://images-na.ssl-images-amazon.com/images/I/41VLB67x54L.jpg,https://pcpartpicker.com/product/VJM323/inwin-case-bq696sil,,In Win,"BQ696 SIL, BQ656 CHPIN SIL 150W, CHOPIN-SILVER",HTPC,Silver,150 W,None,No,USB 3.2 Gen 1 Type-A,Mini ITX,,"2 x Internal 2.5""",,,,
Silverstone Lucid LD03-AF,//cdna.pcpartpicker.com/static/forever/images/product/c5faddc3eb0b515452692545302fe81f.256p.jpg,https://pcpartpicker.com/product/nFsV3C/silverstone-lucid-ld03-af-mini-itx-tower-case-sst-ld03b-af,$132.99 ,Silverstone,SST-LD03B-AF,Mini ITX Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","Mini ITX, Mini DTX","309 mm / 12.165""","1 x Internal 3.5"", 1 x Internal 2.5""",2 x Full-Height,"230 mm x 265 mm x 414 mm, 9.055"" x 10.433"" x 16.299""","25.233 L, 0.891 ft³",
Lian Li PC-K59,https://m.media-amazon.com/images/I/41o6c1yHnAL.jpg,https://pcpartpicker.com/product/8TkD4D/lian-li-case-pck59,,Lian Li,PC-K59,ATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX, Thin Mini ITX","285 mm / 11.22""","3 x External 5.25"", 6 x Internal 3.5"", 4 x Internal 2.5""",8 x Full-Height,"530 mm x 214 mm x 530 mm, 20.866"" x 8.425"" x 20.866""","60.113 L, 2.123 ft³",
Silverstone SG13,//cdna.pcpartpicker.com/static/forever/images/product/ecfe737bb7d924a2bc37f1f15027dc41.256p.jpg,https://pcpartpicker.com/product/Dcbkcf/silverstone-case-sstsg13wbq,,Silverstone,SST-SG13WB-Q,Mini ITX Tower,White / Black,None,None,No,USB 3.2 Gen 1 Type-A,"Mini ITX, Mini DTX","267 mm / 10.512""","1 x Internal 3.5"", 1 x Internal 2.5""",2 x Full-Height,"285 mm x 222 mm x 181 mm, 11.22"" x 8.74"" x 7.126""","11.452 L, 0.404 ft³",
MagniumGear Neo Micro V2,//cdna.pcpartpicker.com/static/forever/images/product/8493b3531aa65ee15db3ef75bed9e828.256p.jpg,https://pcpartpicker.com/product/sYXYcf/metallic-gear-neo-micro-v2-microatx-mid-tower-case-mg-ne410_sr02,,MagniumGear,MG-NE410_SR02,MicroATX Mid Tower,Silver / Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","330 mm / 12.992""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,,,
Fractal Design Era ITX,//cdna.pcpartpicker.com/static/forever/images/product/60963229d18bcda90640982df46b122f.256p.jpg,https://pcpartpicker.com/product/Xt4BD3/fractal-design-era-itx-mini-itx-desktop-case-fd-ca-era-itx-gy,,Fractal Design,FD-CA-ERA-ITX-GY,Mini ITX Desktop,Gray,None,None,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,"190 mm / 7.48"" With Drive Cages, 295 mm / 11.614"" Without Drive Cages","1 x Internal 3.5"", 2 x Internal 2.5""",2 x Full-Height,"325 mm x 166 mm x 310 mm, 12.795"" x 6.535"" x 12.205""","16.724 L, 0.591 ft³",
Jonsbo U4,//cdna.pcpartpicker.com/static/forever/images/product/1e8e2fd1b8c1562ea041c1709acfed49.256p.jpg,https://pcpartpicker.com/product/wLQfrH/jonsbo-u4-b-atx-mid-tower-case-u4-b,,Jonsbo,U4 B,ATX Mid Tower,Black,None,Tempered Glass,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","305 mm / 12.008""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"340 mm x 205 mm x 428 mm, 13.386"" x 8.071"" x 16.85""","29.832 L, 1.053 ft³",
Tempest Spook RGB,//cdna.pcpartpicker.com/static/forever/images/product/82467374bbde0e512250697fa50d728f.256p.jpg,https://pcpartpicker.com/product/KC8bt6/tempest-spook-rgb-atx-mid-tower-case-tp-atx-cs-spowhi,,Tempest,TP-ATX-CS-SPOWHI,ATX Mid Tower,White / Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","320 mm / 12.598""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,,
GAMDIAS MARS M1,https://m.media-amazon.com/images/I/41IgkF5nUHS.jpg,https://pcpartpicker.com/product/PDM48d/gamdias-mars-m1-atx-mid-tower-case-mars-m1,,GAMDIAS,MARS M1,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","340 mm / 13.386""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,,
Jonsbo MOD-3 Mini,//cdna.pcpartpicker.com/static/forever/images/product/c5d88fcd5cfe4804649531fb05713d7b.256p.jpg,https://pcpartpicker.com/product/mpzXsY/jonsbo-mod-3-mini-microatx-mid-tower-case-mod-3-mini-white,,Jonsbo,MOD-3 Mini White,MicroATX Mid Tower,White,None,Tempered Glass,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","360 mm / 14.173""","1 x Internal 3.5""",4 x Full-Height,"569 mm x 251 mm x 535 mm, 22.402"" x 9.882"" x 21.063""","76.408 L, 2.698 ft³",
SHARKOON REV300,https://m.media-amazon.com/images/I/31CFC3MVdlL.jpg,https://pcpartpicker.com/product/8hZXsY/sharkoon-rev300-atx-full-tower-case-4044951039593,,SHARKOON,"4044951039593, REV300 White",ATX Full Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","345 mm / 13.583""","4 x Internal 3.5"", 5 x Internal 2.5""",8 x Full-Height,"501 mm x 238 mm x 550 mm, 19.724"" x 9.37"" x 21.654""","65.581 L, 2.316 ft³",
KOLINK Observatory Y Mesh,//cdna.pcpartpicker.com/static/forever/images/product/995f8cd745d25d6b9138b10b9d4cfaf5.256p.jpg,https://pcpartpicker.com/product/fVP8TW/kolink-observatory-y-mesh-atx-mid-tower-case-observatory-y-mesh,,KOLINK,"OBSERVATORY Y MESH, PGW-CH-KOL-092",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","380 mm / 14.961""","3 x Internal 2.5"", 2 x Internal 3.5""",7 x Full-Height,"471 mm x 231 mm x 488 mm, 18.543"" x 9.094"" x 19.213""","53.095 L, 1.875 ft³",
BitFenix Prodigy M,//cdna.pcpartpicker.com/static/forever/images/product/2800864c0bee7705e511773cbf586aa1.med.256p.jpg,https://pcpartpicker.com/product/c9bp99/bitfenix-case-bfcprm300kkxskrp,,BitFenix,BFC-PRM-300-KKXSK-RP,MicroATX Mini Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","250 mm / 9.843"" With Drive Cages, 320 mm / 12.598"" Without Drive Cages","1 x External 5.25"", 4 x Internal 3.5"", 5 x Internal 2.5""",5 x Full-Height,"249 mm x 403 mm x 358 mm, 9.803"" x 15.866"" x 14.094""","35.924 L, 1.269 ft³",
Thermaltake Level 20 GT ARGB,//cdna.pcpartpicker.com/static/forever/images/product/4d54d31de7edd9f703cfce55b0e46f97.256p.jpg,https://pcpartpicker.com/product/YZGnTW/thermaltake-level-20-gt-argb-atx-full-tower-case-ca-1k9-00f1wn-02,,Thermaltake,CA-1K9-00F1WN-02,ATX Full Tower,Silver / Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-C, USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","310 mm / 12.205"" With Drive Cages, 410 mm / 16.142"" Without Drive Cages","7 x Internal 3.5"", 1 x Internal 2.5""",8 x Full-Height,"580 mm x 294 mm x 592 mm, 22.835"" x 11.575"" x 23.307""","100.948 L, 3.565 ft³",
Cougar Uniface RGB,/static/forever/img/no-image.png,https://pcpartpicker.com/product/78grxr/cougar-uniface-rgb-atx-mid-tower-case-cgr-5c78b-rgb,,Cougar,"CGR-5C78B-RGB, 385C780.0001",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX, SSI CEB","400 mm / 15.748""","2 x Internal 2.5"", 2 x Internal 3.5""",7 x Full-Height,"475 mm x 230 mm x 493 mm, 18.701"" x 9.055"" x 19.409""","53.86 L, 1.902 ft³",
Cooler Master HAF 932,//cdna.pcpartpicker.com/static/forever/images/product/a2525878700ae3c371dae8b519104329.med.256p.jpg,https://pcpartpicker.com/product/y3DwrH/cooler-master-case-rc932kkn3gp,,Cooler Master,RC-932-KKN3-GP,ATX Full Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","322 mm / 12.677""","6 x External 5.25"", 5 x Internal 3.5""",7 x Full-Height,"560 mm x 243 mm x 564 mm, 22.047"" x 9.567"" x 22.205""","76.749 L, 2.71 ft³",
Apevia X-FIT-200,https://m.media-amazon.com/images/I/31aIwRMpyML.jpg,https://pcpartpicker.com/product/xg7wrH/apevia-case-xfit200,,Apevia,X-FIT-200,Mini ITX Tower,Black,250 W,None,No,USB 2.0 Type-A,"Mini ITX, Thin Mini ITX",,"1 x External 5.25"", 1 x Internal 3.5"", 1 x Internal 2.5""",1 x Half-Height,"307 mm x 199 mm x 104 mm, 12.087"" x 7.835"" x 4.094""","6.354 L, 0.224 ft³",
Sentey SS1-2421,https://images-na.ssl-images-amazon.com/images/I/41T%2Baeqlv6L.jpg,https://pcpartpicker.com/product/3fTmP6/sentey-case-ss12421,,Sentey,SS1-2421,MicroATX Slim,Black,250 W,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX, Thin Mini ITX",,"1 x External 5.25"", 1 x External 3.5"", 1 x Internal 3.5""",4 x Half-Height,"399 mm x 103 mm x 324 mm, 15.709"" x 4.055"" x 12.756""","13.315 L, 0.47 ft³",
Zalman Z11 Plus HF1,//cdna.pcpartpicker.com/static/forever/images/product/1dbcd2cfc0847403669ac41e4a1a9f0a.256p.jpg,https://pcpartpicker.com/product/vz3RsY/zalman-case-z11plushf1,,Zalman,Z11 Plus HF1,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","290 mm / 11.417""","4 x External 5.25"", 5 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"525 mm x 260 mm x 498 mm, 20.669"" x 10.236"" x 19.606""","67.977 L, 2.401 ft³",
Cooler Master Storm Scout 2,https://images-na.ssl-images-amazon.com/images/I/41dmr4GydsL.jpg,https://pcpartpicker.com/product/pf6BD3/cooler-master-case-sgc2100gwn3,,Cooler Master,SGC-2100-GWN3,ATX Mid Tower,Gunmetal,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","287 mm / 11.299"" With Drive Cages, 399 mm / 15.709"" Without Drive Cages","3 x External 5.25"", 7 x Internal 3.5""",7 x Full-Height,"231 mm x 513 mm x 520 mm, 9.094"" x 20.197"" x 20.472""","61.622 L, 2.176 ft³",
Thermaltake Chaser A31,https://m.media-amazon.com/images/I/41tVPIXn4rL.jpg,https://pcpartpicker.com/product/LmXfrH/thermaltake-case-vp300a1w2n,,Thermaltake,VP300A1W2N,ATX Mid Tower,Black,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","290 mm / 11.417"" With Drive Cages, 410 mm / 16.142"" Without Drive Cages","3 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5""",7 x Full-Height,"500 mm x 213 mm x 495 mm, 19.685"" x 8.386"" x 19.488""","52.718 L, 1.862 ft³",
